P_1_5,P_2_5,P_3_5,P_4_5,P_5_5
3.496613957,4.126559385,3.964811396,2.821123329,2.870929868
3.496613957,4.639789447,4.473456311,5.460638999,5.268929687
3.496613957,3.136383405,3.231934705,4.395179419,4.744668488
3.496613957,4.571573892,4.663926911,3.919313282,4.206272017
3.496613957,3.783495922,3.755457414,3.561213317,2.591608602
3.496613957,2.976265944,2.752165138,2.990504555,2.862710211
3.496613957,3.59317862,3.475590415,2.603110633,1.871152347
3.496613957,2.851422165,2.786720168,3.445512308,3.457262045
3.496613957,3.594721095,3.647218492,2.649527372,2.665264083
3.496613957,4.133790665,4.140524688,4.721172788,5.21372948
3.496613957,2.939942621,2.85441637,4.415038389,4.943423928
3.496613957,4.542594912,4.630462023,3.996190007,4.5627719
3.496613957,3.69388214,3.88597871,3.377942763,2.887533917
3.496613957,4.439524436,4.26320082,4.501245807,4.636941287
3.496613957,3.477894324,3.678784771,2.559101136,2.940555682
3.496613957,3.976627356,4.081203348,4.311279891,4.153771823
3.496613957,3.783259631,3.336832616,2.832506543,3.852131094
3.496613957,4.158228005,4.390649494,4.630723594,4.863592221
3.496613957,3.788588567,3.966793813,3.592941092,4.514250555
3.496613957,2.847125462,2.844763356,2.536998786,2.339193012
3.496613957,3.554376871,3.759932151,3.477581482,3.966131357
3.496613957,3.831996962,3.878232685,4.536806728,4.405401283
3.496613957,4.15998802,4.070085471,4.267375988,4.085947665
3.496613957,3.887392761,3.781472396,4.120026166,3.985357714
3.496613957,4.195645079,4.113355195,4.224861298,4.888535319
3.496613957,3.664833964,3.71231634,5.33282195,5.128082772
3.496613957,4.335652706,4.231111679,4.261363516,4.68308399
3.496613957,3.028529367,3.049146555,3.473650738,2.896241731
3.496613957,3.183983773,2.938665871,2.326913624,2.55944927
3.496613957,4.76448131,4.810828461,5.396543763,6.128143783
3.496613957,3.151723661,3.449787062,4.184097492,4.976252009
3.496613957,4.259975439,4.35711207,4.255982065,4.217665667
3.496613957,3.718976451,3.752904889,3.185230735,2.92766687
3.496613957,3.716073083,3.610281352,4.811562724,4.678970735
3.496613957,3.522117596,3.232099862,3.371220511,4.190732964
3.496613957,3.48579805,3.72644258,2.850766079,2.743433334
3.496613957,3.216375045,3.254720294,3.221105685,3.074286659
3.496613957,3.734985154,4.035832397,4.680950224,5.105091344
3.496613957,3.550042377,3.717523075,2.886188088,2.819419551
3.496613957,3.124541842,3.201096483,2.469833279,2.39955175
3.496613957,4.301179541,4.325631047,4.05492807,4.214602418
3.496613957,3.585180076,3.376517501,2.508087524,2.985575972
3.496613957,2.793173691,2.592098667,2.259753682,2.548930827
3.496613957,3.665078038,3.886553458,4.481357143,4.080819447
3.496613957,2.901681826,2.750423801,3.047060526,2.957523288
3.496613957,3.621063036,3.260762974,4.166324381,4.242253143
3.496613957,4.117872411,4.239992715,4.105464875,4.568436684
3.496613957,1.959372231,1.960296756,2.315439576,2.27141771
3.496613957,2.857300801,3.070220735,2.884540769,3.016512548
3.496613957,3.53822375,3.759585303,3.044363661,2.85236385
3.496613957,2.520214877,2.780255052,3.521401563,3.674260446
3.496613957,4.31270847,4.285256721,5.036153994,4.702218759
3.496613957,3.343154349,3.37340353,4.215138639,4.670055959
3.496613957,4.515755312,4.484446572,4.309960778,3.748860867
3.496613957,2.609851777,2.594876965,2.165567469,2.387294762
3.496613957,4.354778048,4.551800525,4.647457316,5.163615994
3.496613957,3.076442283,3.128439584,2.390424809,3.138216963
3.496613957,3.379563265,3.836071797,2.690558517,2.065540473
3.496613957,4.18344182,4.110909175,3.343783934,4.239809675
3.496613957,3.49801043,3.552453902,2.982433157,3.301869682
3.496613957,4.240365439,4.248731049,4.385845142,4.714647007
3.496613957,4.566471735,4.528196824,4.872828433,5.049855875
3.496613957,2.217784394,2.00755498,1.020209201,0.655177029
3.496613957,3.411888653,3.764299676,4.429295415,4.711183542
3.496613957,2.735085694,2.464275589,2.546274381,3.204130671
3.496613957,3.041168299,3.102345876,2.404444381,1.449966179
3.496613957,3.947576965,4.157694156,4.459129325,4.52126427
3.496613957,3.736485544,3.809316673,4.804011686,4.007319631
3.496613957,2.983097867,3.182024207,4.525573078,5.012787183
3.496613957,2.726939652,2.7433597,3.194382955,3.390605032
3.496613957,2.936926633,2.876286057,3.750918783,3.220034422
3.496613957,3.520120854,3.650982604,3.245447734,3.142577165
3.496613957,2.87566217,3.082925798,4.49069457,4.874176885
3.496613957,4.611862868,4.508310928,4.031788011,4.942446454
3.496613957,4.337361729,4.154683194,4.284154834,4.501957483
3.496613957,4.002811701,4.109179643,3.430986339,4.110551959
3.496613957,3.071887692,3.088584896,3.523316632,3.796123088
3.496613957,3.180342869,3.188059145,3.373340863,3.52702435
3.496613957,3.495464755,3.509831839,3.505639024,3.469632146
3.496613957,4.750492612,4.456604445,4.929522201,4.417726553
3.496613957,4.069889337,3.944213352,3.482100039,3.05102933
3.496613957,3.37243424,3.400937975,3.426037144,3.51383454
3.496613957,3.585600432,3.472989225,3.265382804,2.947839544
3.496613957,3.023597896,3.045239149,4.083752969,4.684763063
3.496613957,3.50841527,3.59473128,3.987925128,3.687113906
3.496613957,3.912857167,3.981372708,3.225533998,2.362597113
3.496613957,3.328719693,3.583271491,3.576026239,3.312471245
3.496613957,2.95394065,2.848709242,3.54843017,2.839642621
3.496613957,2.889546636,3.10303125,2.342136942,2.628957869
3.496613957,4.232294501,4.275854738,3.642392792,3.714510912
3.496613957,3.49180691,3.326012471,3.486462321,3.83586015
3.496613957,3.169959629,3.238787716,2.987548388,2.82897571
3.496613957,3.311260325,3.554776303,2.558785794,2.568920476
3.496613957,3.635090535,3.811546413,3.563310405,4.228993766
3.496613957,3.60618113,3.755297369,4.088917653,4.36097053
3.496613957,3.078699732,2.989930822,3.387754502,3.705872315
3.496613957,2.76671572,3.028524179,4.279389067,3.720776594
3.496613957,3.885012218,3.76564327,4.045801146,4.525466629
3.496613957,3.185814964,3.166961454,5.009559597,4.497151448
3.496613957,3.860347917,4.147786823,2.828809925,2.032803095
3.496613957,4.875582985,4.81122778,3.057180426,2.493495338
3.496613957,3.723846416,3.587864534,5.193001882,5.364326014
3.496613957,2.701400009,2.745352647,3.552346057,3.706865562
3.496613957,2.523791923,2.675077993,3.826853555,3.840777448
3.496613957,3.549569198,3.528666782,3.488711602,3.122946331
3.496613957,3.679079349,3.607068428,3.018125808,3.35967904
3.496613957,2.964258958,2.810590436,4.113240194,3.008955007
3.496613957,2.956571573,3.066827036,5.024671048,4.946410353
3.496613957,4.06452999,3.739029746,3.796685325,3.780422166
3.496613957,4.031881263,3.942400615,4.987410258,4.994717344
3.496613957,4.35280884,4.369297687,5.682721655,6.275389335
3.496613957,1.866752389,1.914117074,2.860261383,2.849119782
3.496613957,2.869737233,3.013152868,4.64291094,4.124740542
3.496613957,3.358147685,3.222775999,3.309202702,3.23260545
3.496613957,3.769308452,3.774334171,1.685576954,1.680360951
3.496613957,3.164659311,2.797071643,3.622575092,4.190554258
3.496613957,2.793544197,2.79447651,3.646346471,3.951154821
3.496613957,2.485442275,2.721421518,3.840918391,3.660576326
3.496613957,2.870953643,3.122328606,1.768395905,1.176538841
3.496613957,3.243122226,3.079027994,4.15917291,5.018325249
3.496613957,3.398719412,3.149484624,2.348118986,1.793295923
3.496613957,3.550388082,3.532728783,5.024994033,4.640724968
3.496613957,4.285767311,4.341607291,4.059290579,4.417341436
3.496613957,2.650749545,2.732144311,2.641862857,3.077428608
3.496613957,3.464521097,3.384213382,3.553098492,3.791352747
3.496613957,4.036114595,4.036879443,4.20993715,5.14969898
3.496613957,2.473878366,2.460165445,1.58418668,2.196989386
3.496613957,3.416887358,3.59174621,4.260956104,4.871644078
3.496613957,1.503452493,1.723027373,2.381579224,2.11594598
3.496613957,4.092085849,4.132025225,3.815231689,4.320141991
3.496613957,2.918425203,2.926453269,4.33880241,4.363246636
3.496613957,2.77602653,2.931855973,3.527635079,2.790986959
3.496613957,4.093967585,3.970465744,3.468039807,3.497957866
3.496613957,4.639097014,4.436082468,3.662927042,3.280117691
3.496613957,2.908388379,3.004507405,3.620983843,4.048987172
3.496613957,3.362772845,3.747512592,4.378596616,3.963496128
3.496613957,3.154894866,2.91946714,3.728702597,3.470305842
3.496613957,3.124800435,3.423839627,3.43825737,3.528948631
3.496613957,4.684807648,4.708770153,4.029623069,4.179073633
3.496613957,3.248101155,3.178268522,3.273259535,2.569537894
3.496613957,3.266763183,3.384315073,4.553878032,4.926282747
3.496613957,3.164715197,3.076953874,3.803877482,4.947372947
3.496613957,2.533535234,2.703743418,4.423226679,3.757795589
3.496613957,3.797542474,3.90415683,5.45191059,5.565417691
3.496613957,4.76596559,4.88061236,4.850078145,5.022016413
3.496613957,3.116775572,3.484749304,4.187347844,3.896321333
3.496613957,3.55150615,3.585415044,3.11023998,2.991935751
3.496613957,2.898613364,2.890279579,1.379973339,1.183665878
3.496613957,4.200586097,4.442243792,3.388799974,3.446563276
3.496613957,4.200472515,4.268884208,5.096931084,4.662130492
3.496613957,4.261809196,4.254295734,4.224007557,3.883275818
3.496613957,3.261842286,3.198528888,1.931182057,1.394611945
3.496613957,3.147051877,3.272562624,3.784223365,3.12249086
3.496613957,2.509733123,2.443936788,2.203070121,1.917013589
3.496613957,4.0948029,4.279732144,4.348267525,4.755209831
3.496613957,2.847676173,2.638662982,1.518456851,1.270234075
3.496613957,3.547048478,3.649427834,3.917617975,4.234588304
3.496613957,3.893393385,3.537116368,3.040350012,3.216309479
3.496613957,3.981558425,4.128364684,3.234471023,3.407646478
3.496613957,3.837461725,3.675360482,3.484085064,3.059455565
3.496613957,3.758034769,3.695436856,4.420666421,4.339349698
3.496613957,3.575542683,3.895374881,1.175404773,1.182469707
3.496613957,3.763257359,3.805100604,4.182462897,4.106176455
3.496613957,3.676230312,3.601447046,3.327650534,2.927637792
3.496613957,3.824956328,3.451450075,2.502942992,2.581282384
3.496613957,3.068478817,3.134881316,3.262090867,3.692809397
3.496613957,2.867496451,2.939063513,3.373753394,2.47742225
3.496613957,2.966251677,3.166230174,2.634360209,2.546641313
3.496613957,2.420391746,2.761088523,3.336814338,2.958811911
3.496613957,2.837269482,2.827782697,2.855481057,2.279964341
3.496613957,4.669025083,4.640892299,4.939896136,5.054441389
3.496613957,4.014742161,4.070313998,4.0040395,3.496480037
3.496613957,3.863189785,3.703492565,3.933369882,3.199266617
3.496613957,3.520540245,3.369889121,3.275099573,4.044408644
3.496613957,2.506781945,2.50880259,0.668753321,0.809808761
3.496613957,3.155532004,3.282146191,4.034121053,4.515098769
3.496613957,2.183843375,2.034522696,2.799009632,2.395448625
3.496613957,2.997711408,3.402426491,3.097977136,3.755071475
3.496613957,4.237196541,4.263727565,4.821193077,5.241947866
3.496613957,3.678974032,3.420037177,3.055037561,3.092189778
3.496613957,3.846982393,3.815329314,3.280424552,2.236404652
3.496613957,3.658893408,3.365451706,4.034170959,4.253449043
3.496613957,3.065919267,2.806102947,1.745312592,1.203303914
3.496613957,3.270236823,3.138365663,4.080560856,4.858871627
3.496613957,3.476356317,3.393664339,4.24933243,3.875322665
3.496613957,3.868925138,3.748533915,3.150801839,3.058597574
3.496613957,3.633117379,3.697063441,4.546878162,4.446728276
3.496613957,3.318916982,3.078861595,3.07430886,2.751709737
3.496613957,3.631711644,3.467624265,4.17803788,4.605551664
3.496613957,3.320591126,3.303013018,3.676974521,3.338415196
3.496613957,2.927098055,2.812263564,1.772537537,0.506972507
3.496613957,3.790946409,3.597172297,2.895031653,3.460072315
3.496613957,3.064040414,3.223356576,4.093988016,3.652869544
3.496613957,3.291067839,3.43880842,2.969970953,3.342261205
3.496613957,2.779826339,2.672258495,4.047768934,3.397902312
3.496613957,3.044451146,3.332663352,1.327027777,0.816955246
3.496613957,3.615252775,3.317091729,3.731666073,2.791629433
3.496613957,3.249249894,3.290410949,4.757679882,5.138203837
3.496613957,2.833779563,2.902501438,5.095413889,4.966223646
3.496613957,4.28353473,4.064522214,4.536463631,3.935305936
3.496613957,3.02167062,3.252813539,3.244844808,2.68389876
3.496613957,3.978414728,3.821976113,3.822367608,4.121736802
3.496613957,4.327785303,4.173439866,5.182602954,6.260928219
3.496613957,2.837187522,2.790518479,2.243739001,1.955589778
3.496613957,2.822204204,2.815154254,3.813613594,2.960437026
3.496613957,4.716213362,4.614272842,4.848221942,4.173372634
3.496613957,4.385828836,4.035182814,4.153881022,4.025205044
3.496613957,3.056087163,2.885021006,2.92721899,2.676457281
3.496613957,4.444995235,4.281935078,5.340416216,5.798708469
3.496613957,3.115303498,3.068725776,4.329605972,4.909583763
3.496613957,3.049860277,3.114419604,4.209441362,3.819746682
3.496613957,5.137825715,5.259955944,5.238440747,5.42490296
3.496613957,2.902404457,2.984260636,2.88012426,2.57084556
3.496613957,2.895349965,2.710737375,3.190077831,3.026027315
3.496613957,4.357145933,4.424384539,4.818965116,3.994351632
3.496613957,2.631379676,2.591598848,2.611014059,2.003497047
3.496613957,2.79486855,2.786785925,2.407997959,2.219703673
3.496613957,2.790535156,2.779019341,3.059836421,3.268490272
3.496613957,1.782138295,1.704552443,1.052715571,1.230395595
3.496613957,4.720505322,4.509056143,4.759373588,4.798412302
3.496613957,3.780817981,3.57207032,3.66391057,3.932344511
3.496613957,4.170950785,4.093144651,3.870565318,3.704293042
3.496613957,3.356136368,3.288141944,3.137075053,2.875362567
3.496613957,2.953967,2.879854069,2.509094974,1.916280028
3.496613957,3.052473916,2.975404692,2.289258834,1.571671405
3.496613957,3.134642356,3.079695506,3.185514617,3.108430308
3.496613957,3.024289549,3.216564735,2.344953829,2.641276671
3.496613957,2.550239943,2.180681973,1.592936482,2.297379966
3.496613957,3.625558847,3.773274409,5.34382202,5.5878615
3.496613957,4.282056297,4.346737211,4.131436193,3.658449564
3.496613957,3.879684565,3.928178743,2.770663222,3.571160438
3.496613957,3.834416176,4.095144569,3.823752442,3.757898293
3.496613957,3.829717882,4.12336323,4.281914058,4.937021975
3.496613957,2.200662641,2.406669899,2.180474523,1.452391309
3.496613957,2.408676385,2.436747375,4.438509899,4.884358308
3.496613957,4.371964983,4.131376194,4.039415764,5.086416757
3.496613957,4.396623533,4.059958433,4.184446393,4.341890465
3.496613957,4.061367089,4.225780814,4.323604953,4.691305604
3.496613957,4.038752992,3.776719356,3.590298726,3.704857431
3.496613957,3.038118136,3.237811635,2.743426353,2.114392078
3.496613957,2.735677927,3.217871337,3.205590648,2.792887292
3.496613957,3.371271635,3.246983423,3.764293234,4.784790656
3.496613957,3.684196288,3.511414547,3.5590702,3.228654049
3.496613957,3.591385841,3.629219415,3.444558722,2.868221944
3.496613957,4.537606102,4.240956626,4.155330331,3.542679188
3.496613957,4.287318822,4.165550768,3.181689322,3.585680532
3.496613957,3.243346494,3.182871245,3.001532183,3.692970399
3.496613957,3.226249972,3.098042136,2.541816868,3.136832913
3.496613957,2.726826835,2.991355003,4.068764482,4.321434542
3.496613957,2.734326488,2.625385766,1.56134875,1.320002806
3.496613957,3.709004688,3.594821474,5.076827628,4.999802118
3.496613957,2.933637666,2.692010196,2.941775873,2.752058841
3.496613957,4.703424871,4.865479369,5.97890928,6.185510304
3.496613957,3.913310033,3.960501646,4.764434502,4.700891309
3.496613957,4.043046743,4.172800458,4.732918646,4.639990865
3.496613957,4.13177875,3.999267731,4.19707322,4.546756519
3.496613957,3.354233461,3.402541979,3.196224615,3.392742709
3.496613957,3.217806116,3.542705256,4.26619206,4.645872564
3.496613957,3.011853532,2.949512306,2.981555936,2.478312645
3.496613957,3.185819015,2.979188513,4.770552895,5.352460889
3.496613957,2.643672374,3.02765311,2.405054068,2.649401898
3.496613957,3.895221905,3.790724714,2.501140746,2.604815031
3.496613957,3.771065601,3.528017291,3.523665488,2.730550077
3.496613957,3.794021817,3.786963519,3.435076006,3.577033916
3.496613957,2.679056363,2.744937626,3.076766853,3.642227054
3.496613957,2.113428923,2.073603732,1.547308236,0.741685308
3.496613957,3.632263761,3.493933742,3.760233714,3.932001255
3.496613957,2.752531516,3.025060743,4.227636905,4.316600049
3.496613957,3.804863943,3.865111241,4.26634521,4.428203001
3.496613957,3.569223316,3.673606445,4.060798491,3.576920304
3.496613957,4.26734025,4.58564408,5.555001223,5.231802057
3.496613957,2.696796632,2.889930472,3.537185689,3.640445321
3.496613957,3.421026053,3.701243572,4.857690024,4.790850318
3.496613957,3.848956913,3.765309537,4.019681908,3.910174551
3.496613957,3.531098979,3.764839015,4.574760054,5.778020776
3.496613957,3.836933802,4.020683223,2.983629182,3.799247347
3.496613957,3.396458369,3.291644452,3.32139794,2.749332008
3.496613957,3.772151098,3.527687745,3.50906348,3.118529898
3.496613957,2.812281849,2.879903015,3.632382935,4.096284119
3.496613957,3.292291886,2.940265016,3.207067617,2.985915978
3.496613957,3.690778836,3.661871151,4.376837223,3.815782371
3.496613957,3.958303664,3.765544475,5.204720986,5.571527501
3.496613957,2.988774882,3.11954134,3.143356391,3.761778726
3.496613957,3.713780053,3.737770054,4.156494453,4.271605342
3.496613957,4.223718504,4.271328617,3.624957981,3.405445987
3.496613957,3.893308183,3.94391734,3.841577781,2.857104191
3.496613957,3.429787265,3.529886955,3.520359729,3.735292411
3.496613957,3.43592835,3.649976949,4.481247581,4.597749836
3.496613957,4.362695963,4.315953282,4.433361406,4.531483307
3.496613957,3.713096403,3.452502878,3.560133807,3.22710795
3.496613957,4.297860649,4.000461483,4.38169319,4.6013757
3.496613957,3.556794675,3.826454305,4.883241098,5.203805035
3.496613957,2.904339962,2.990461675,2.847809005,2.755207626
3.496613957,3.251358103,3.320797288,2.841006526,2.648066941
3.496613957,3.309726599,3.295553067,4.244391246,4.259176769
3.496613957,3.421649254,3.88530268,5.277115254,4.997070451
3.496613957,2.837395457,2.919903015,2.409666994,2.742876855
3.496613957,3.448250858,3.497651839,3.414475796,4.181568738
3.496613957,4.528336249,4.419308488,4.459015602,4.701465354
3.496613957,3.159648631,3.311516502,2.963118622,2.461948353
3.496613957,3.884687619,3.705999254,3.361708383,3.527705294
3.496613957,2.989557048,2.943891381,1.529197954,1.744258783
3.496613957,3.694727181,3.47991458,4.335711425,4.235093515
3.496613957,3.511589712,3.563058617,4.232322713,3.904529726
3.496613957,4.029309697,4.061327035,3.815101384,3.645160894
3.496613957,2.943155424,3.249457593,3.347852495,3.000237537
3.496613957,3.613053004,3.759224939,3.080356721,3.185864096
3.496613957,4.331047871,4.039205897,4.162859672,3.790635545
3.496613957,3.632190761,3.334320798,3.925664776,4.564222625
3.496613957,3.04437478,3.089344996,3.316860241,3.387717399
3.496613957,4.375214877,4.275810326,4.673572297,5.360577669
3.496613957,3.210246472,3.138300533,2.945801627,3.375007838
3.496613957,4.686102407,4.788523696,5.581375963,6.029577933
3.496613957,4.143054301,4.023427222,3.26121764,3.731025885
3.496613957,3.839048552,3.731947671,3.473733618,3.484313544
3.496613957,4.072028947,4.255479249,3.54307484,3.881716734
3.496613957,3.71141641,3.614400286,4.482397823,4.580481944
3.496613957,2.370777688,2.488519948,3.618930052,3.69524035
3.496613957,5.025675213,4.775573777,4.43249868,4.261877054
3.496613957,3.582849429,3.786271686,4.01058076,4.364343402
3.496613957,3.192017155,3.251885069,3.285724696,3.151040102
3.496613957,4.530657542,4.423416507,4.728088403,4.85866338
3.496613957,3.458804045,3.470724916,4.671719665,5.142867377
3.496613957,4.099753114,3.967467527,2.741362556,2.55125622
3.496613957,2.666350844,2.648914206,3.627913496,4.341185346
3.496613957,3.496275329,3.577504447,2.60456331,3.037600126
3.496613957,2.842568342,2.952644693,1.346724567,1.596797221
3.496613957,2.768263214,2.779708666,2.462081013,3.429570838
3.496613957,3.609532019,3.506313374,2.328658737,2.047375861
3.496613957,3.176679922,2.89717039,2.628951373,2.352970568
3.496613957,3.572866203,3.588074633,4.117740904,3.875124059
3.496613957,3.401340828,3.413554862,3.298083183,3.009104636
3.496613957,3.118632067,3.141209375,2.708469213,3.082702328
3.496613957,3.564181519,3.742940123,2.451224115,2.775663019
3.496613957,4.020766969,4.013681202,5.741065017,6.002117969
3.496613957,4.008318751,4.120864194,4.61845351,5.323780886
3.496613957,3.478558886,3.345650086,4.373898321,3.848748411
3.496613957,3.795814518,3.648808334,3.689687848,3.803161971
3.496613957,3.449454318,3.364063715,4.366984299,3.580952136
3.496613957,2.628312353,2.675925857,2.374919687,1.704568432
3.496613957,2.903901535,2.948535385,0.559401894,-0.026183437
3.496613957,3.067864814,3.238658492,3.303205612,2.608840441
3.496613957,3.405970531,3.478319478,2.900723406,2.388461071
3.496613957,3.834035125,3.822160201,2.773038973,1.988860926
3.496613957,3.809840113,3.589060373,2.710523029,3.537744261
3.496613957,2.454326681,2.625520211,2.013709336,1.843347905
3.496613957,3.529327149,3.6089107,4.408762053,4.576922897
3.496613957,3.475743963,3.660879919,2.541774095,2.501475062
3.496613957,3.206293382,3.538017983,4.350868103,3.320799843
3.496613957,3.340276503,3.248653711,4.762878539,5.483183438
3.496613957,4.165004324,3.61195561,2.870716025,3.444147512
3.496613957,3.290061257,3.186167723,2.993557678,2.725713961
3.496613957,2.956970889,3.118314697,3.007567545,3.729498614
3.496613957,3.778864796,4.154624169,3.08668447,2.562482274
3.496613957,2.680915911,2.623676574,2.751017331,2.136865617
3.496613957,3.171180221,3.012944828,2.688100721,3.04772905
3.496613957,1.975022136,2.079044848,2.595557486,2.790169453
3.496613957,4.068008673,3.999211293,4.81866498,5.06105518
3.496613957,3.30354992,3.686699658,4.102407155,3.560547738
3.496613957,3.259659604,3.340688859,4.789716536,4.306160908
3.496613957,3.724648847,3.578435576,3.935733235,3.680413074
3.496613957,2.812619534,3.018677933,2.970814314,2.135322147
3.496613957,3.570204592,3.988263629,4.630932109,4.294864929
3.496613957,3.076815934,3.24957178,4.087888398,4.191266589
3.496613957,3.926840203,3.891055009,4.408683924,4.957787827
3.496613957,4.258469442,3.963576227,3.849179298,4.02151806
3.496613957,2.291203088,2.804755727,1.646861468,1.619640051
3.496613957,4.538903309,4.666169329,4.819534909,5.157401506
3.496613957,4.047878893,4.157810205,4.071759409,4.011624168
3.496613957,2.913539734,2.742314645,1.909435783,1.715098793
3.496613957,4.767458256,4.708492965,5.827712252,5.817398062
3.496613957,3.585517695,3.54357808,4.442753167,3.430839199
3.496613957,4.6111109,4.866518256,5.252279493,4.995543309
3.496613957,2.989271148,3.116673485,4.20923154,3.85978864
3.496613957,2.472203992,2.267752385,3.433839809,4.112015208
3.496613957,3.710187226,3.74549083,3.328999197,3.309046474
3.496613957,1.280391699,1.337059326,1.969110448,1.463282603
3.496613957,3.456529689,3.740467986,3.671811742,3.516167907
3.496613957,3.004525078,3.018039267,3.915100901,4.403253399
3.496613957,4.26294251,4.178141685,5.305255197,5.16268966
3.496613957,3.778258824,3.729859052,4.698576284,5.13517458
3.496613957,2.903355394,2.974761058,1.926551712,1.969063516
3.496613957,3.37301374,3.273028404,3.927635084,3.898765378
3.496613957,3.471038799,3.503513287,2.259666579,1.50063606
3.496613957,4.159031948,3.997955167,3.927515757,3.165874828
3.496613957,3.731645057,3.699855986,3.489089677,3.54288467
3.496613957,2.320935543,2.507724478,3.03396416,2.446725129
3.496613957,4.116137272,4.194587414,5.179423273,5.06524416
3.496613957,2.698607745,2.855165583,4.010789261,4.524028993
3.496613957,3.291389968,3.505190361,4.617598435,4.859205957
3.496613957,3.861695245,3.760298646,3.713339346,3.696750517
3.496613957,3.766484959,3.920087403,4.631135869,4.249332802
3.496613957,3.991882892,3.761302079,3.715315401,3.674438068
3.496613957,3.884124953,3.692798342,4.384145355,3.72189089
3.496613957,3.084522868,3.135094105,4.381451134,4.189157855
3.496613957,3.74703467,3.778186417,3.635041821,4.08275766
3.496613957,3.676726705,3.673496323,2.612433768,2.266193825
3.496613957,4.071318054,4.038955512,4.121772762,3.752116629
3.496613957,4.171768744,4.274986444,6.23606148,6.42602277
3.496613957,4.304069606,4.318105976,5.134575537,5.229386521
3.496613957,2.29838732,2.636620577,2.521316201,2.133475947
3.496613957,3.504732524,3.513302036,2.506796552,3.076072982
3.496613957,3.688723824,3.846014178,4.728861551,4.830925294
3.496613957,3.171995455,3.245962093,3.022728265,2.637128075
3.496613957,4.068377418,4.116624507,4.688589024,4.330476116
3.496613957,4.447651521,4.596205513,4.182423428,3.945932962
3.496613957,3.674448876,3.667663419,4.1343135,4.634444932
3.496613957,3.655838255,3.753038865,1.913610483,1.896856086
3.496613957,3.98984924,4.059692794,4.685842609,5.321071724
3.496613957,2.593098694,2.793209721,3.107719215,3.563279156
3.496613957,3.213170631,2.916909259,2.354755321,2.627318039
3.496613957,3.350432465,3.588603178,3.762333357,4.257162475
3.496613957,4.219490818,4.233006344,3.391353772,2.868459639
3.496613957,3.972341648,3.94580753,5.495256684,6.14046164
3.496613957,3.806473119,3.528364612,3.866423914,4.711575106
3.496613957,3.930034714,3.943385891,2.804322502,2.176646451
3.496613957,4.247037211,4.280344599,4.227701144,4.041016624
3.496613957,1.78360187,1.780102027,1.609502784,2.223858533
3.496613957,3.995752566,4.151572853,3.854210923,4.001316759
3.496613957,4.003371234,3.796419979,4.364342893,4.33901392
3.496613957,3.473548464,3.471119707,2.206249085,0.920015873
3.496613957,3.120031672,3.264666012,3.280522633,3.299093357
3.496613957,3.809790246,3.959975141,4.056307627,4.09633743
3.496613957,4.395485646,3.887512103,4.147626904,3.827124992
3.496613957,2.506103855,2.606436055,2.350283163,2.12995161
3.496613957,4.843051337,4.799913861,4.243427329,3.768907473
3.496613957,3.541165096,3.429092271,3.991852531,3.056796966
3.496613957,2.268111228,2.112636757,1.770622703,1.783168053
3.496613957,3.184385967,3.31785286,2.365987992,2.918920068
3.496613957,4.20495778,3.99990944,4.901258986,4.89317194
3.496613957,3.56641792,3.499759734,3.85075983,4.463311717
3.496613957,3.592533935,3.617778635,3.373102922,2.921559844
3.496613957,3.289631185,2.985303949,4.039972624,3.592808942
3.496613957,3.880606748,4.000017355,2.764603282,2.990050892
3.496613957,3.652434093,3.716622823,4.396866349,4.531005296
3.496613957,2.669081531,2.974012643,3.659016043,3.580145576
3.496613957,3.374856679,3.505631642,3.443598795,2.960349031
3.496613957,3.330342053,3.521358397,4.223112852,3.972404476
3.496613957,3.129494221,3.142278934,3.511147356,4.284333612
3.496613957,3.668991167,3.778233883,2.814674219,3.841712195
3.496613957,2.056047647,2.227086977,1.756643798,2.054580377
3.496613957,3.461291438,3.489185534,1.766234828,0.86402186
3.496613957,2.843543832,2.945556653,2.444145775,2.307149497
3.496613957,3.210611974,3.549680549,4.625086392,4.29479759
3.496613957,2.818279917,2.957592556,2.637344619,1.788121531
3.496613957,3.177837507,3.044291722,3.066762097,3.493869451
3.496613957,3.488080697,3.759215056,4.859803309,5.317191179
3.496613957,3.272191659,3.571603533,2.8222739,1.836156549
3.496613957,3.071987012,2.965513348,3.881530885,3.571983359
3.496613957,3.310475775,3.101399355,2.971664969,3.060366629
3.496613957,3.389498434,3.583049922,4.348944922,4.705397506
3.496613957,2.780646925,2.940731453,3.061776949,3.154731502
3.496613957,3.440896925,3.685827026,3.867096424,4.21858686
3.496613957,2.431804144,2.550629599,3.639897264,3.615408736
3.496613957,2.550811979,2.36649181,0.791063805,2.147386986
3.496613957,2.949639276,3.082802344,2.567064696,2.833291352
3.496613957,3.187420225,3.118593817,2.858954513,2.516281925
3.496613957,3.423204158,3.39447193,4.54748239,4.484489587
3.496613957,3.483239865,3.615089132,3.232444354,4.459219533
3.496613957,3.183381742,3.390424261,3.181199253,3.335498986
3.496613957,3.609851464,3.43883097,2.141533761,1.755758097
3.496613957,3.251380314,3.154300948,3.145697207,2.001157172
3.496613957,2.997476083,2.957283517,3.453239538,2.534981932
3.496613957,3.717143563,3.632493608,3.009812925,2.339984679
3.496613957,3.708275082,3.358328023,2.029469259,2.312869557
