P_1_8,P_2_8,P_3_8,P_4_8,P_5_8,P_6_8,P_7_8,P_8_8
3.662404104,3.33604284,3.353846463,3.752503562,4.018527995,4.025303207,3.765541784,4.132267171
3.662404104,3.33748522,3.346947723,3.516850561,3.684984452,4.177351025,3.90534592,3.815679878
3.662404104,3.64048631,3.656079316,3.661243207,3.622727365,3.556322139,3.553443575,3.881888527
3.662404104,4.89676357,4.573275843,5.048955521,4.528291712,4.602073653,4.604138233,4.398927021
3.662404104,4.204332411,4.065592951,3.614005385,3.195560928,3.390828916,3.701929587,4.979655528
3.662404104,3.516335816,3.546853183,3.548481528,3.654474224,3.663042691,3.542584768,4.095701086
3.662404104,3.774764396,3.650276755,3.423518124,3.106302917,3.434114519,3.785178632,3.683784808
3.662404104,3.130372562,3.153848397,4.16670033,4.732887276,4.75830382,4.91402134,4.650778808
3.662404104,3.692345859,3.787553284,4.122895087,3.85385329,3.504768406,3.668413654,3.572391764
3.662404104,4.084844792,4.160225544,3.412094294,2.579557708,2.58461166,2.072587913,2.415291136
3.662404104,3.403965696,3.683945594,3.665925959,3.407796492,3.441130762,3.448405671,3.470233492
3.662404104,3.209936332,3.092715405,3.737689506,3.03898526,3.068477138,3.228868749,3.623736628
3.662404104,3.07282516,3.308999828,2.542418993,2.814736414,2.651372066,2.758551587,3.603532156
3.662404104,4.329393472,4.375251115,3.78912638,3.862263803,3.72916174,3.459291533,2.932007689
3.662404104,3.720062666,3.536917995,3.678104015,3.994025915,4.111767018,3.601400194,3.039305369
3.662404104,3.363968608,3.439091042,3.192850065,3.032551565,3.52214193,3.434117505,2.988612957
3.662404104,3.508206326,3.777165754,2.82506985,2.780949407,2.846784693,3.018701463,2.564984031
3.662404104,3.674702931,3.868983171,3.619173514,4.247365711,4.276377099,4.036229404,4.086587241
3.662404104,3.702187118,3.8672143,4.150983313,4.428900959,3.976647685,4.069484294,3.819660544
3.662404104,3.34970001,3.251865746,3.620232654,3.922583595,4.234099809,4.465682948,4.199727747
3.662404104,2.943344556,3.231792529,4.459760746,3.913417143,3.848900764,4.592484712,4.541597465
3.662404104,4.071194915,3.939921787,4.227064266,4.692189337,4.701388011,4.690298332,5.103356096
3.662404104,3.341326213,3.321300463,5.075600422,4.562951201,4.006993711,4.147010344,4.670669009
3.662404104,3.949370861,4.266120957,3.032574891,2.282031733,2.538725469,2.456987841,2.070601691
3.662404104,5.01186214,4.940875001,3.266935875,2.730950449,2.551202515,2.868247316,2.759183862
3.662404104,3.89464568,3.744188492,5.256588699,5.414885027,5.831180988,5.089025978,5.526508227
3.662404104,2.87903176,2.927807983,3.721730687,3.860341118,3.816121928,4.546853709,3.706111318
3.662404104,2.695792804,2.862868631,3.980930467,4.002834066,3.499603219,3.494788971,3.697558055
3.662404104,3.754741725,3.731065281,3.698666998,3.34357588,3.595063743,3.206182576,2.617415088
3.662404104,3.905986357,3.826797789,3.261264468,3.623609294,3.596052011,3.838663263,3.630323018
3.662404104,3.151279589,2.980986996,4.256573325,3.204519661,3.421979348,3.318826898,3.606937435
3.662404104,3.086951781,3.208962869,5.106258554,5.036637959,4.998040648,5.443817008,5.149259057
3.662404104,4.222633307,3.863425633,3.930428367,3.910727922,4.019052198,3.823865053,3.9254925
3.662404104,4.184916157,4.087690881,5.084971663,5.110378718,5.109809264,5.012440625,5.61740972
3.662404104,4.511851392,4.530236055,5.785479621,6.3599361,5.991457641,5.756636572,5.638132088
3.662404104,2.063678903,2.115850539,3.048425434,3.06437421,3.159250241,3.21009824,3.455751114
3.662404104,3.000841227,3.159178416,4.741236772,4.238440823,4.13333706,4.014624493,4.513469092
3.662404104,3.591978226,3.443540338,3.54862105,3.480585909,3.457156822,3.215861518,3.340740565
3.662404104,3.90253026,3.908633564,1.92583692,1.9427191,1.464365353,0.963558233,0.453501576
3.662404104,3.35757011,2.951905281,3.735618127,4.253376107,4.441067287,4.773789583,4.32896024
3.662404104,2.915677153,2.915905315,3.727757651,4.014730546,4.021123975,4.232420555,4.405073159
3.662404104,2.619839357,2.881126912,3.98507623,3.809892248,3.603923367,3.450243882,3.591249446
3.662404104,3.022495794,3.300680299,1.997601688,1.416140391,1.345604984,1.349914345,1.107831447
3.662404104,3.414339373,3.2331554,4.314938619,5.120471391,5.181215555,5.179759539,5.529340856
3.662404104,3.577059987,3.301887916,2.536454167,1.99082679,1.759349661,2.089517045,2.527613692
3.662404104,3.69888616,3.678148712,5.113105851,4.727402887,4.59768558,4.807910444,5.566109104
3.662404104,4.456907573,4.517204033,4.232155231,4.583347109,4.209087793,4.237135845,3.546075254
3.662404104,2.793111511,2.882490977,2.813749338,3.230713475,3.271394415,2.834111163,2.766519454
3.662404104,3.694929524,3.604698302,3.76433851,4.018150005,4.16776858,3.984912842,3.641243254
3.662404104,4.179556844,4.180667534,4.329502427,5.233462975,4.942317639,4.689851097,4.160074754
3.662404104,2.651575062,2.637460458,1.75969066,2.339488102,2.325735736,2.456969988,2.483204315
3.662404104,3.633143487,3.826663331,4.454452145,5.012909564,4.753663077,4.112210991,4.291182777
3.662404104,1.614702479,1.856434436,2.511472057,2.283867599,2.218830254,2.531556627,3.413870589
3.662404104,4.232951244,4.277555109,4.012446976,4.533788205,4.183799393,3.496921976,3.301140033
3.662404104,3.131863422,3.14183186,4.472637404,4.517409649,4.154815519,4.322237976,3.844798975
3.662404104,2.93357042,3.106241188,3.682671874,2.984036629,2.97768918,3.11538262,2.606619694
3.662404104,4.310032542,4.173041551,3.699405241,3.721857295,3.524604992,3.153808833,2.721798268
3.662404104,4.783169109,4.559622581,3.803597961,3.426924259,3.306558179,3.403550161,2.500415509
3.662404104,3.013420315,3.117605923,3.700823045,4.127160274,4.33192179,4.74144148,4.646942496
3.662404104,3.428347625,3.852338389,4.474474169,4.101456212,4.252646357,4.000569942,3.452158541
3.662404104,3.339190149,3.079564053,3.876010426,3.614400344,3.710162378,3.422167133,3.872720514
3.662404104,3.224702188,3.55437148,3.585203404,3.694807589,3.697580359,3.745475494,3.525687593
3.662404104,4.809263899,4.834593063,4.198655511,4.333549294,4.380020411,4.372594011,3.524384644
3.662404104,3.392045326,3.31406094,3.421655407,2.716030836,3.147350561,3.686070197,3.799128543
3.662404104,3.371512051,3.501106417,4.672576313,5.026866506,5.084711474,5.268864332,4.821333722
3.662404104,3.40303464,3.306086597,4.017222776,5.091588918,4.561269192,4.482286073,3.647144355
3.662404104,2.632368264,2.820441479,4.529287931,3.892616766,3.853162488,3.508901589,3.731628395
3.662404104,3.979944235,4.09676009,5.533321465,5.655303711,5.193271937,5.051322498,4.730646064
3.662404104,4.930695912,5.055662871,5.004023184,5.198650181,5.284005218,4.827891215,5.006725519
3.662404104,3.247999103,3.654806486,4.317360223,4.045912235,4.31446077,4.370823787,4.102853112
3.662404104,3.747968086,3.78563057,3.256212957,3.132982842,3.457466118,3.101174985,3.91582535
3.662404104,3.133261289,3.123123197,1.653142831,1.457995147,1.500450799,1.564482759,2.283057581
3.662404104,4.289684555,4.558332484,3.544826806,3.58464906,3.7736848,3.996302353,3.652762885
3.662404104,4.338358337,4.41329601,5.218830169,4.81921247,4.636634896,4.097688548,4.015717761
3.662404104,4.483340004,4.475329708,4.445329836,4.11152893,4.099536549,4.075330975,4.197573111
3.662404104,3.406211133,3.337424998,2.127446548,1.573857838,1.471133221,1.168443947,2.034293569
3.662404104,3.326333311,3.464996818,3.958289437,3.306575603,3.194632501,3.33585093,3.57974805
3.662404104,2.727017422,2.653491311,2.465218933,2.204100378,2.510155302,2.382205621,1.694949942
3.662404104,4.178892592,4.383355702,4.439380975,4.835240162,5.118435241,5.346760851,4.68388813
3.662404104,2.985909198,2.755319573,1.720437805,1.493775954,2.025518672,1.715614712,2.358115517
3.662404104,3.687622717,3.801261996,4.084055795,4.389089922,3.885236086,3.983665489,4.149041583
3.662404104,4.170147471,3.777277588,3.279364137,3.468395429,3.075412246,3.130873461,3.270211161
3.662404104,4.092429019,4.25418425,3.393607318,3.54421807,3.415260257,3.125839279,2.848802839
3.662404104,3.971655074,3.792883511,3.624424655,3.199721117,3.095857091,3.129435172,3.6449416
3.662404104,3.925464446,3.854841587,4.54306061,4.464523953,3.936557888,3.776160862,4.513685728
3.662404104,3.714198656,4.066740627,1.483892025,1.469345032,1.280388089,1.528542493,1.112661643
3.662404104,3.903392636,3.949999219,4.330636554,4.280126697,4.134345308,3.32886751,3.06788482
3.662404104,3.826692477,3.744167699,3.529116999,3.147616311,3.24617086,2.585796605,2.951262949
3.662404104,4.053372664,3.640702686,2.710197034,2.78860751,2.760135955,2.983311808,3.161779287
3.662404104,3.175498453,3.248656676,3.390476679,3.823264476,3.733732926,3.969491541,3.995912742
3.662404104,3.033591766,3.111145169,3.579135757,2.715515891,2.400973209,2.249266181,3.124565135
3.662404104,3.12625697,3.346418732,2.814177603,2.728783577,2.529507088,2.540025852,2.678376271
3.662404104,2.57418651,2.95137779,3.511108958,3.189534441,3.416432835,2.84914126,2.914318155
3.662404104,2.970119235,2.958208624,2.992622146,2.484548178,2.886934485,2.591084915,2.502999977
3.662404104,4.82010161,4.790950181,5.047711923,5.17982593,5.665085772,5.381272483,4.547836126
3.662404104,4.114881651,4.175658683,4.115861182,3.633888602,3.55705276,3.887109927,3.584166641
3.662404104,3.993361438,3.81788299,4.080778763,3.365195136,3.468177018,3.214238662,3.123088851
3.662404104,3.718648201,3.552503049,3.463103932,4.195492078,3.928456578,3.689270729,3.868860166
3.662404104,2.680460157,2.683956663,0.924288145,1.059227309,0.794932582,1.460286544,1.823550315
3.662404104,3.218135078,3.357508337,4.115982124,4.611391479,4.786483585,4.974559796,4.719168106
3.662404104,2.320913291,2.156763059,2.941682599,2.557769088,2.846993749,2.896147116,3.237193853
3.662404104,3.110652229,3.55527029,3.246335066,3.880800079,3.995876367,3.960727557,4.253073779
3.662404104,4.363924628,4.39250552,4.963850235,5.340391753,5.389142736,5.613959923,5.621738578
3.662404104,3.854196062,3.569842373,3.215852964,3.221795342,3.486891054,3.775889588,3.125476862
3.662404104,4.034553204,4.0008746,3.476251495,2.493748406,2.597539147,2.795052734,3.057187095
3.662404104,3.77804933,3.455150356,4.128934987,4.329697296,4.072942995,3.929815271,4.293988011
3.662404104,3.32506011,3.036488649,2.016339691,1.472824718,1.751303043,1.661171658,2.192442882
3.662404104,3.394624233,3.247439402,4.227120569,4.965882608,4.816060566,4.512117551,4.932408304
3.662404104,3.740317373,3.647094391,4.4456686,4.068426725,4.261898548,4.81087257,5.182690128
3.662404104,4.039515149,3.907567137,3.314430808,3.221247505,3.308805498,3.336087997,2.160286704
3.662404104,3.804226654,3.874135163,4.668488214,4.549797079,4.147149589,4.4656189,4.854755578
3.662404104,3.528034105,3.263128573,3.213526057,2.848016255,2.655762285,2.895882527,3.142521486
3.662404104,3.883429921,3.702459863,4.411392592,4.855722999,4.702033952,4.478028475,3.945092752
3.662404104,3.456951616,3.436054542,3.78102043,3.448591754,3.546909615,3.474576279,3.774654984
3.662404104,3.092532757,2.966837811,2.022740358,0.809043171,0.657165715,1.081469701,1.510812009
3.662404104,3.955233309,3.741154636,3.120579086,3.682881211,3.825479964,4.04411995,3.192842196
3.662404104,3.199876863,3.375421078,4.238629184,3.800416179,3.800209144,3.969630507,4.089523057
3.662404104,3.533736855,3.698371754,3.208041749,3.597735516,4.086159483,3.873398546,4.296508356
3.662404104,2.93052179,2.81100996,4.13985503,3.554021483,3.756210614,3.685379485,3.990347555
3.662404104,3.218568669,3.536247918,1.561461185,1.023527738,0.555510882,0.988246971,2.054037078
3.662404104,3.862372802,3.533311779,3.891137832,2.994944136,3.161151729,2.834188036,2.858833068
3.662404104,3.410733443,3.454906887,4.835799635,5.184481437,5.353389158,5.049837017,5.495354089
3.662404104,3.00341382,3.077834878,5.156547383,5.066607752,4.77346655,4.374055346,4.361746614
3.662404104,4.378179749,4.13693264,4.631869747,4.083913086,3.856514893,3.794416348,3.872329515
3.662404104,3.213619829,3.46645336,3.479071548,2.940698774,2.991208398,2.93611651,2.434626635
3.662404104,4.184211596,4.011655975,3.98011551,4.278483397,4.022035348,4.088189,3.818498933
3.662404104,4.452126129,4.281694369,5.228108362,6.26376853,6.402780699,6.124248697,6.194649395
3.662404104,3.062426175,3.01130415,2.458273786,2.179525054,2.437575999,2.515215721,2.415992974
3.662404104,3.001024015,2.99326065,3.944872298,3.151979094,2.855837608,3.034301464,2.68395923
3.662404104,4.937336785,4.82510421,5.006783537,4.358092584,4.015107406,3.937098029,3.538935933
3.662404104,4.654605966,4.268619043,4.359650668,4.273173416,3.747868446,3.593640482,3.087112862
3.662404104,3.321453009,3.132116131,3.107414378,2.870831293,2.793603518,3.096685355,2.835703494
3.662404104,4.676409656,4.497755698,5.490869626,5.943192731,6.030527963,5.99073627,5.631181656
3.662404104,3.298559699,3.246333463,4.452469896,5.01824586,5.181756761,4.698753367,4.120361998
3.662404104,3.177753582,3.248126431,4.295131762,3.873005712,3.978450263,4.168329921,4.341149767
3.662404104,5.20854195,5.342555765,5.273022524,5.462056434,5.651147764,5.680809232,5.701116529
3.662404104,3.070949117,3.160340824,3.066630882,2.781474866,3.056388711,2.925807782,2.449047574
3.662404104,3.096791097,2.891664133,3.333087065,3.169368251,3.128951144,2.950742001,2.971835375
3.662404104,4.423170837,4.496891732,4.900455198,4.073719632,3.787619207,3.990229132,4.469101594
3.662404104,2.833027354,2.788573504,2.770301794,2.189671395,2.159800258,2.325570262,2.148365716
3.662404104,3.004383064,2.994129839,2.650268422,2.504613974,2.178231834,2.302620511,1.638388864
3.662404104,2.975463917,2.962604291,3.274269449,3.499359126,3.048827446,2.562332536,3.102512783
3.662404104,2.023697106,1.938568113,1.306990593,1.482266056,1.794343425,1.865116515,1.566156265
3.662404104,4.900695544,4.666638023,4.894985718,4.930729532,5.098220952,4.975097704,4.883368468
3.662404104,3.998007006,3.766550484,3.856351195,4.098598297,3.976450807,3.811735032,3.827912985
3.662404104,4.319230864,4.232878469,4.041760051,3.918274546,3.839100783,3.900758815,3.549929465
3.662404104,3.475866571,3.401755757,3.237794468,2.952718827,3.246148598,3.061317918,3.340328304
3.662404104,3.058692974,2.978264483,2.673493373,2.098563894,1.973316398,1.95871437,2.352353126
3.662404104,3.228771016,3.141769372,2.488383539,1.767228945,2.240340507,2.372169235,2.040043679
3.662404104,3.318502102,3.257398771,3.331292697,3.235228129,3.443462277,3.281081711,4.362570208
3.662404104,3.209533694,3.421398993,2.588459145,2.875922598,2.548104278,2.600966717,3.049876942
3.662404104,2.770360441,2.364138444,1.844930083,2.500116302,2.676141802,2.584048048,3.170991153
3.662404104,3.70960495,3.872478936,5.386891229,5.600900615,5.666355054,5.551222965,5.970946148
3.662404104,4.465896213,4.53727154,4.287599018,3.859573275,3.777509349,3.312877835,3.27190158
3.662404104,4.057028472,4.109210867,2.961673688,3.725913377,3.547454982,3.680362543,3.583598219
3.662404104,3.973703791,4.263100736,3.970479973,3.906934423,3.954156432,4.431100667,3.658443994
3.662404104,3.968846187,4.293205522,4.397464345,5.012330146,5.550898735,4.929338016,5.243227258
3.662404104,2.43640922,2.66197727,2.435816144,1.73534766,1.466149445,1.395435986,2.126312779
3.662404104,2.671625251,2.703648678,4.60510025,5.02050543,4.741069407,5.001334392,4.905913199
3.662404104,4.499693961,4.233737075,4.147724792,5.192250905,5.241549512,5.267011286,5.104133307
3.662404104,4.558969958,4.188954544,4.27196548,4.422216938,4.412228564,4.879305631,4.340973912
3.662404104,4.090308921,4.27188059,4.353072407,4.702040402,4.545525986,4.501559672,5.687871125
3.662404104,4.280997596,3.99230007,3.796367171,3.921598499,3.659810727,3.7035724,3.982890474
3.662404104,3.093467824,3.312168788,2.852276565,2.234273212,2.375490022,2.418408853,2.607710066
3.662404104,2.895752876,3.426981046,3.454772142,3.06658192,3.062853453,3.102846946,2.841028753
3.662404104,3.529843444,3.393531301,3.950710684,4.93301245,5.208374176,4.965711122,5.024504759
3.662404104,3.869479437,3.678707753,3.723319635,3.41904284,3.135053265,3.394363866,3.968231246
3.662404104,3.717501151,3.758694525,3.615176077,3.046336195,2.95039808,2.820664599,3.548250966
3.662404104,4.744858708,4.416582932,4.315005286,3.699177829,3.583957607,3.931285803,3.343536432
3.662404104,4.47276431,4.338807973,3.405439416,3.827652706,3.45680373,3.346045765,3.211854874
3.662404104,3.368277572,3.301771958,3.13427697,3.848262972,4.031588902,4.137172783,3.782374053
3.662404104,3.41618081,3.27404167,2.724382553,3.300425483,3.273812798,3.345053373,3.133777442
3.662404104,2.852536131,3.144655977,4.169320926,4.408669342,4.351425121,4.66597437,4.94161268
3.662404104,2.967717043,2.847182857,1.81909632,1.571029097,1.739941041,1.496871385,1.624520027
3.662404104,3.893515471,3.767379965,5.142061853,5.054475745,5.504146181,5.324108022,6.090231697
3.662404104,3.177082941,2.909575341,3.186628869,2.968470929,2.874904583,3.119356832,3.168523439
3.662404104,4.807606935,4.984602206,6.065073691,6.294891816,5.939058138,5.693473292,5.436262299
3.662404104,4.064497983,4.115068454,4.866978746,4.796973098,4.801534205,4.571472465,5.258043103
3.662404104,4.224213099,4.367868164,4.860323628,4.772622966,4.963942217,4.769613013,4.415805646
3.662404104,4.278882346,4.133311938,4.29964421,4.630407232,5.060773773,4.830975766,4.800872754
3.662404104,3.431553943,3.485026487,3.290671917,3.516118462,3.490149365,3.459606014,3.451582056
3.662404104,3.280639696,3.638835304,4.386376852,4.769413511,5.008509332,4.933309662,3.966463466
3.662404104,3.160847991,3.093279672,3.151326006,2.66871918,3.264263026,3.394143472,2.860916531
3.662404104,3.413113268,3.186097117,4.923520333,5.484373528,4.919524817,5.092942445,4.357473333
3.662404104,2.7945517,3.218939351,2.629169146,2.882946578,2.940128866,2.935767146,3.108211089
3.662404104,4.070151957,3.956019056,2.691188657,2.780674419,3.089584853,3.034056296,2.705804032
3.662404104,3.996219297,3.728423993,3.717744536,2.926603009,3.24724407,3.210548894,2.871386797
3.662404104,3.971512302,3.963432132,3.627067968,3.757163624,3.753944706,3.750930349,4.003953086
3.662404104,2.848531925,2.920121554,3.307445891,3.888204809,3.544391178,3.724264026,3.076011285
3.662404104,2.281782501,2.239989076,1.770177927,0.999257776,1.026848005,1.234505638,0.848114386
3.662404104,3.821772043,3.668322078,3.93234957,4.110737408,4.329447239,4.178071946,4.012943608
3.662404104,2.833168425,3.134321957,4.36095034,4.476825687,4.546072441,4.500114007,4.335816973
3.662404104,3.920577025,3.988440106,4.376764687,4.528133533,4.013725726,3.791553271,3.888489581
3.662404104,3.691420248,3.806038564,4.183841333,3.705929308,3.5501902,3.691128382,4.024946669
3.662404104,4.40538956,4.755348452,5.661182138,5.356376333,5.169884114,5.676093833,5.302335385
3.662404104,2.911788,3.126203305,3.709204469,3.802074971,3.754249849,3.700865995,4.168700101
3.662404104,3.53256922,3.841614441,4.933164641,4.883725441,4.705945436,4.896983883,4.825561026
3.662404104,3.989229615,3.897563696,4.117371492,4.032684953,4.293427449,4.299703717,3.932273166
3.662404104,3.627332525,3.885880823,4.732484915,5.942993658,5.793369506,5.69897878,5.016620897
3.662404104,3.981146008,4.182440348,3.181538822,3.968186349,4.453117791,4.17439441,4.24000634
3.662404104,3.443084667,3.32682487,3.400066421,2.837816379,3.040338066,2.461997674,2.913173214
3.662404104,3.974883703,3.703655578,3.684307902,3.315245652,3.220325741,3.36241732,2.844306619
3.662404104,3.029657857,3.104303616,3.829992598,4.279942168,4.298431557,4.433567524,4.284072402
3.662404104,3.492475018,3.105344912,3.364827079,3.165334621,2.964952738,3.153254883,1.656290121
3.662404104,3.788198364,3.755279383,4.47578394,3.937980053,3.895333031,3.879732895,4.189103735
3.662404104,4.069130866,3.857460962,5.231504961,5.586272115,5.798514309,5.826299598,6.192414893
3.662404104,3.121071137,3.265854707,3.264852435,3.854734934,4.169731698,4.504594357,5.183566698
3.662404104,3.888643194,3.916195541,4.285269014,4.405010157,4.729514999,5.106563458,5.689181231
3.662404104,4.368421228,4.420938004,3.821874793,3.558878943,3.340636804,3.564736221,3.297207432
3.662404104,4.01163569,4.066471638,3.966095225,2.999845945,2.943682169,3.329169876,3.667234638
3.662404104,3.587417635,3.695958596,3.709609343,3.888047127,3.88988041,4.660601051,4.602804453
3.662404104,3.511594578,3.747578058,4.542597724,4.658539952,5.046651074,4.800457112,5.277820146
3.662404104,4.559753312,4.507625552,4.60566954,4.718680075,4.601527723,4.27678522,4.394237313
3.662404104,3.915221375,3.628596739,3.794047028,3.471022465,3.686732516,3.81099223,3.579706972
3.662404104,4.449948042,4.123180501,4.526108891,4.744272648,4.725395839,4.981086002,5.163244545
3.662404104,3.671438233,3.968418881,4.98713175,5.300610169,5.077149496,5.443664777,6.762433852
3.662404104,3.0938691,3.1885381,3.040501847,2.904916744,2.892239587,2.850142817,2.306610191
3.662404104,3.430218925,3.506262423,3.036652233,2.88224395,2.48933031,2.106597269,2.427807424
3.662404104,3.438435318,3.42325453,4.356071739,4.36568884,4.584832214,4.731756675,4.197519032
3.662404104,3.572908517,4.084433161,5.420856912,5.136444449,4.970502145,4.995716525,4.921261131
3.662404104,2.986598757,3.076846314,2.589711237,2.914617065,2.824379582,2.395053571,3.065097264
3.662404104,3.632188968,3.687305393,3.618543932,4.384129729,3.96546667,4.240457807,3.993879491
3.662404104,4.643376631,4.522908206,4.552421514,4.785488268,5.01125746,4.851648905,4.098683355
3.662404104,3.291290975,3.459065182,3.18212513,2.715648095,2.621586037,2.591715845,1.843783865
3.662404104,4.091133781,3.894805687,3.619526608,3.788220214,3.873595463,3.896188816,3.1663285
3.662404104,3.174815396,3.124659956,1.772879858,1.96106238,1.759060506,1.988779196,1.713498575
3.662404104,3.848057459,3.612227989,4.478754662,4.389193552,4.421831734,4.420773208,4.941689542
3.662404104,3.617228157,3.673555642,4.312033642,3.985264404,3.71664027,3.782803475,4.175724398
3.662404104,4.222715492,4.257268318,4.013438877,3.846747251,3.425794601,3.478530741,3.544651068
3.662404104,3.082313004,3.419714475,3.522328894,3.175748732,2.973004138,3.184171743,3.96806971
3.662404104,3.750555032,3.911703246,3.265692704,3.395165711,3.241048204,3.012743743,2.792753175
3.662404104,4.573011287,4.251298247,4.349222197,3.979093753,4.026291888,4.162864338,3.387195072
3.662404104,3.886488704,3.558653211,4.062704869,4.686219957,4.319322607,4.459873414,4.293780176
3.662404104,3.245856509,3.292717278,3.504743152,3.571141843,3.423319282,3.20061353,3.027503474
3.662404104,4.514033771,4.40492135,4.791249923,5.484133361,5.400971852,5.124425468,5.333712423
3.662404104,3.34030845,3.260384303,3.097045413,3.54047577,3.528281417,3.428539093,3.658233258
3.662404104,4.805644195,4.919731825,5.658358527,6.087633255,6.468696846,6.300838982,5.682846827
3.662404104,4.390590746,4.257370405,3.497863238,3.936577036,3.804775671,3.857659374,4.03144155
3.662404104,4.026896093,3.909514441,3.631361812,3.66469084,3.595704695,3.918263757,4.34281429
3.662404104,4.178034426,4.379471363,3.669790276,3.992302886,3.883431623,3.359811878,4.565532227
3.662404104,3.887141804,3.778495946,4.569887713,4.69110179,4.844947543,5.041463302,4.844915589
3.662404104,2.532258982,2.662954216,3.743579666,3.797678725,3.570639138,3.45868111,4.376872853
3.662404104,5.168912074,4.893781063,4.556283604,4.378107503,4.259402256,4.124247745,4.218714634
3.662404104,3.723865987,3.94977224,4.123234056,4.449161405,4.318024529,4.428112862,5.076039033
3.662404104,3.335064609,3.40134823,3.395479795,3.269933871,2.943809844,2.543546193,2.321780997
3.662404104,4.651378145,4.533945443,4.878263091,5.039316222,4.970104654,4.920517598,4.962859373
3.662404104,3.573211783,3.586469096,4.780149859,5.286210609,5.353267003,5.149119701,4.696567903
3.662404104,4.240147989,4.093906798,2.895980187,2.700937909,2.374491846,2.918507598,2.883836239
3.662404104,2.893052112,2.873618291,3.803407149,4.489207623,4.536539017,3.981661997,4.193657558
3.662404104,3.65485148,3.745323722,2.842937961,3.28133863,3.278179433,2.886002136,2.76574346
3.662404104,2.946409812,3.067221463,1.524219726,1.77492414,1.834157373,1.334074608,1.263577293
3.662404104,2.957511851,2.971197749,2.717353814,3.687707219,3.708160626,3.567844384,3.964113087
3.662404104,3.734435645,3.621355262,2.525304941,2.263773247,2.541952978,2.538122237,3.249144245
3.662404104,3.399868559,3.090388465,2.872246673,2.596306404,2.951110107,2.611289217,2.748180485
3.662404104,3.764010335,3.780658594,4.284356752,4.074718898,3.940009331,3.759095756,4.332421114
3.662404104,3.564830304,3.577887091,3.481899887,3.162258681,3.089325954,3.264154215,1.969701908
3.662404104,3.327313076,3.350970962,2.952907535,3.311849445,2.955571911,2.597094373,2.74260695
3.662404104,3.743108159,3.940346438,2.690524453,3.019818215,2.785680517,2.744305548,2.120931427
3.662404104,4.159367643,4.151797149,5.849719352,6.08099193,5.987490377,5.88695848,5.824036815
3.662404104,4.148105899,4.270864549,4.772502963,5.442687471,5.339087348,5.136675624,5.83192529
3.662404104,3.651047387,3.505245631,4.529835972,4.022095816,3.97564055,3.808264263,3.622994765
3.662404104,3.951582144,3.788718134,3.824162303,3.942685173,4.365405973,3.725214512,3.231923214
3.662404104,3.580012432,3.485864701,4.493728481,3.750291996,3.598084044,3.656912028,4.312313254
3.662404104,2.789466806,2.843609719,2.612522006,1.977105214,1.839498999,1.486917908,1.539052584
3.662404104,3.099339449,3.149914226,0.849967369,0.258394182,0.643599981,0.652255022,0.839545179
3.662404104,3.198009495,3.386432251,3.43479172,2.759590373,2.7750173,3.177963763,3.268173289
3.662404104,3.5305198,3.609644525,3.056200592,2.578752373,2.697543539,2.684658814,2.762112929
3.662404104,3.954992537,3.941293657,2.950039907,2.169448744,2.047801857,2.198691497,2.37852537
3.662404104,4.032315288,3.788245946,2.918848101,3.741764988,3.514995027,3.705733361,3.421329957
3.662404104,2.724609683,2.913423015,2.281954007,2.101994699,1.87334763,1.882081134,1.61350067
3.662404104,3.601552163,3.689808477,4.450740449,4.60601181,4.510314642,4.971842845,4.455563712
3.662404104,3.599258525,3.804363495,2.745201649,2.701485799,2.721543349,2.450135931,2.958206348
3.662404104,3.346327127,3.712293929,4.440208381,3.439322738,3.406925017,3.595668408,4.118440389
3.662404104,3.583771666,3.482997318,4.934626577,5.67291752,5.694803781,5.658693338,5.680707164
3.662404104,4.429894517,3.820639303,3.118211838,3.65716801,3.884064108,3.52642946,3.480319297
3.662404104,3.466197101,3.35310685,3.154349951,2.882030335,2.806972628,2.732424858,2.167653304
3.662404104,3.143459066,3.321717993,3.244583339,3.959650183,3.612738783,3.516741745,2.097186711
3.662404104,3.974429854,4.388090229,3.343839242,2.855508157,2.423977977,2.293839604,2.097959281
3.662404104,2.858000485,2.794303625,2.903642329,2.312328737,2.046883024,2.27451913,2.929220594
3.662404104,3.368620795,3.194343677,2.916233393,3.250313543,3.268223041,3.554296264,3.039548671
3.662404104,2.124693358,2.239113762,2.738845802,2.940045312,3.116916038,3.430832035,3.939104357
3.662404104,4.229841166,4.154836748,5.012786439,5.289099332,5.383167015,5.28882256,4.48344319
3.662404104,3.370797186,3.794040714,4.214146538,3.716846135,3.691786788,3.360464174,4.075522001
3.662404104,3.375210609,3.465427903,4.837841272,4.377886893,3.883240427,3.818530468,4.456319798
3.662404104,3.798706825,3.63844017,4.027164227,3.801323837,3.765238521,3.368871711,2.755024285
3.662404104,2.95080681,3.178538125,3.129758195,2.321150342,2.314639531,2.251665444,2.47067524
3.662404104,3.729274625,4.190533053,4.775343767,4.454539068,4.546134332,4.722785568,4.499538178
3.662404104,3.221492805,3.411903835,4.230347803,4.337229161,4.289422341,4.433886752,4.638470796
3.662404104,4.092053948,4.053255172,4.556508391,5.089097161,4.650573507,4.508579071,5.21272547
3.662404104,4.427745462,4.102532396,3.965099267,4.14595863,3.753233464,3.840819093,4.942005363
