P_1_3,P_2_3,P_3_3
3.708320009,4.032015326,3.806929025
3.708320009,3.891668146,3.905113827
3.708320009,4.340573878,4.280984258
3.708320009,3.049488965,2.780781954
3.708320009,2.725528718,2.878302426
3.708320009,2.937095593,2.845794083
3.708320009,5.114127381,5.060259392
3.708320009,3.314830163,3.203091835
3.708320009,5.59998289,5.190056195
3.708320009,5.117401541,5.288138462
3.708320009,3.595636882,3.48514197
3.708320009,3.940925742,4.05083492
3.708320009,3.689127654,3.56877773
3.708320009,4.086147139,4.064779373
3.708320009,4.709305186,4.549699777
3.708320009,3.143461837,3.119318366
3.708320009,4.327209029,4.29563762
3.708320009,3.656972801,3.798861783
3.708320009,2.867011244,2.832962611
3.708320009,3.697641639,3.61395317
3.708320009,4.107769525,4.207105536
3.708320009,2.796202984,2.823168439
3.708320009,3.499763669,3.182894852
3.708320009,4.355269048,4.21331503
3.708320009,3.630389189,3.771222081
3.708320009,4.098775571,4.143627074
3.708320009,3.442414947,3.425036041
3.708320009,4.640282867,4.455053654
3.708320009,3.825184966,3.701487024
3.708320009,4.212731087,4.019606663
3.708320009,4.738818231,4.516144925
3.708320009,3.625789658,3.948855201
3.708320009,2.449045087,2.488477039
3.708320009,3.078395546,3.284737939
3.708320009,3.796606704,3.771200599
3.708320009,4.652370826,4.433990329
3.708320009,3.608874504,3.415497994
3.708320009,4.25865732,4.494912386
3.708320009,3.909498767,3.696056117
3.708320009,3.009408081,3.057514497
3.708320009,2.580118474,2.61936919
3.708320009,4.369672018,4.298201619
3.708320009,4.234447887,4.233013249
3.708320009,4.266216923,4.072044793
3.708320009,3.962062424,4.083831416
3.708320009,4.182900945,4.019714313
3.708320009,4.128793343,3.990086599
3.708320009,3.563219843,3.572738947
3.708320009,3.1864687,3.219618648
3.708320009,3.267433519,3.223757833
3.708320009,3.38649129,3.543399747
3.708320009,2.106252383,2.092280267
3.708320009,4.651178719,4.410000485
3.708320009,3.74702259,3.705794367
3.708320009,4.036088511,4.229711402
3.708320009,3.638858594,3.612696389
3.708320009,1.948941184,2.047924415
3.708320009,4.827099622,4.78807096
3.708320009,3.716326704,3.608941229
3.708320009,3.664731805,3.554145983
3.708320009,3.183037288,3.35209378
3.708320009,4.129567103,3.8445619
3.708320009,4.270127581,4.256158848
3.708320009,4.37736563,4.278045777
3.708320009,4.395417261,4.607624499
3.708320009,3.692218466,3.944569487
3.708320009,4.496193298,4.081417775
3.708320009,4.229024268,4.242480704
3.708320009,3.953364384,3.462960568
3.708320009,3.882833904,3.665463391
3.708320009,3.926925318,4.056826239
3.708320009,3.172575918,2.769233915
3.708320009,3.597051823,3.615439039
3.708320009,3.948665919,3.531613381
3.708320009,2.974839178,2.897086624
3.708320009,3.68574723,3.404489049
3.708320009,3.188205563,3.347074091
3.708320009,2.780286232,2.990850625
3.708320009,2.908127157,3.131072262
3.708320009,3.906881104,4.143764897
3.708320009,2.548859566,2.686275423
3.708320009,3.575780232,3.359048386
3.708320009,3.951164649,3.905359384
3.708320009,3.398049371,3.392794673
3.708320009,3.829926736,3.734557145
3.708320009,3.145310028,3.232053326
3.708320009,4.490015744,4.389141367
3.708320009,2.985897938,3.022997293
3.708320009,4.802610796,5.017716115
3.708320009,3.38800138,3.543809819
3.708320009,4.386018642,4.652223817
3.708320009,3.489984035,3.516034406
3.708320009,3.523551392,3.80145963
3.708320009,3.847788529,3.924449304
3.708320009,3.400692881,3.330994254
3.708320009,5.37878597,5.578228633
3.708320009,4.556159915,4.214137239
3.708320009,3.855754749,3.84788752
3.708320009,3.291771515,3.231147652
3.708320009,3.162893661,2.999198895
3.708320009,3.685250559,3.680875705
3.708320009,3.261502689,3.146382222
3.708320009,5.024239798,4.995676424
3.708320009,4.611476465,4.376787739
3.708320009,4.1747461,3.883934889
3.708320009,3.587751087,3.575325111
3.708320009,4.309807691,4.179353278
3.708320009,3.513306553,3.70143399
3.708320009,4.7331522,4.76332294
3.708320009,3.211737493,3.139629077
3.708320009,4.507025011,4.295886966
3.708320009,3.875158273,3.751963403
3.708320009,3.006399046,3.123676025
3.708320009,3.726662699,4.109686599
3.708320009,4.23770602,4.631476489
3.708320009,4.283835412,4.07399239
3.708320009,2.801345066,2.766299376
3.708320009,4.54286083,4.68339788
3.708320009,2.828769833,2.556379311
3.708320009,3.884168474,4.038967162
3.708320009,3.850186355,3.867956601
3.708320009,4.163156888,3.946599377
3.708320009,4.444183078,4.65698789
3.708320009,3.114904544,3.205669331
3.708320009,3.290534979,3.458660944
3.708320009,3.523588019,3.558629754
3.708320009,3.608509992,3.706883195
3.708320009,4.937007294,4.588230145
3.708320009,4.55369052,4.371345852
3.708320009,3.340075143,3.165098549
3.708320009,4.087116768,3.980119114
3.708320009,3.835872221,3.981332969
3.708320009,3.467534177,3.519816994
3.708320009,3.39631374,3.520072333
3.708320009,3.923077643,3.96678247
3.708320009,3.759911373,3.85745153
3.708320009,4.390864832,4.425737076
3.708320009,3.52211951,3.34071579
3.708320009,3.854416949,3.801794773
3.708320009,3.286255352,3.23971178
3.708320009,3.723594961,3.890763718
3.708320009,3.592427336,3.770028996
3.708320009,4.541501809,4.76369686
3.708320009,4.3926678,4.205109795
3.708320009,3.185560405,3.278855882
3.708320009,3.053808225,3.386373819
3.708320009,4.407550692,4.061460207
3.708320009,3.763118324,3.850067453
3.708320009,3.943994475,4.061260276
3.708320009,3.992732924,4.166643637
3.708320009,3.00621485,3.023014982
3.708320009,3.772718535,3.865026161
3.708320009,3.523183526,3.524034609
3.708320009,3.667967781,3.867518848
3.708320009,3.538082825,3.68140197
3.708320009,3.026699147,3.193310007
3.708320009,3.677681353,3.434676522
3.708320009,3.576060037,3.474196084
3.708320009,4.878005531,4.938817689
3.708320009,4.110201296,3.998095085
3.708320009,4.063945554,3.929254493
3.708320009,3.962731614,4.038805038
3.708320009,5.010976387,4.638420731
3.708320009,3.631296746,3.664614786
3.708320009,2.874994995,3.016798451
3.708320009,3.40322449,3.442538764
3.708320009,3.384692854,3.361019089
3.708320009,3.455660869,3.855666739
3.708320009,3.501183472,3.248706205
3.708320009,4.167055163,4.202010497
3.708320009,2.751214599,2.405686127
3.708320009,4.785454264,4.767119061
3.708320009,4.130829821,4.320238377
3.708320009,3.697390806,3.383288356
3.708320009,3.999944846,4.025494214
3.708320009,3.732257505,3.79272668
3.708320009,2.873175192,2.723853994
3.708320009,4.355326487,4.217989111
3.708320009,4.423091079,4.345350859
3.708320009,2.950322593,3.133237068
3.708320009,2.289158228,2.613727949
3.708320009,3.582176916,3.829374
3.708320009,3.463177701,3.1076926
3.708320009,3.120234841,3.177569672
3.708320009,3.11750921,3.252303357
3.708320009,3.544097166,3.475370003
3.708320009,3.707716826,3.713406432
3.708320009,3.486514254,3.515314148
3.708320009,3.325919795,3.398118142
3.708320009,3.994633579,3.841439012
3.708320009,3.613252283,3.652387756
3.708320009,2.907584403,2.921096378
3.708320009,3.378064431,3.091049188
3.708320009,3.546012458,3.491939354
3.708320009,3.103158254,3.065653801
3.708320009,3.397505549,3.497191684
3.708320009,3.223897734,3.449538548
3.708320009,4.531320201,4.579025167
3.708320009,2.997667534,2.86690168
3.708320009,3.669862873,3.536516497
3.708320009,2.590231163,2.645159366
3.708320009,3.714342902,3.996252613
3.708320009,3.869842583,3.618384246
3.708320009,2.870584164,2.708089894
3.708320009,4.103592856,3.956084624
3.708320009,3.745068874,3.974151388
3.708320009,2.795497124,3.06298998
3.708320009,2.392220784,2.457417698
3.708320009,3.033107898,3.119925706
3.708320009,2.931661216,2.795534848
3.708320009,3.548002123,3.735128508
3.708320009,3.015466683,3.02964492
3.708320009,3.441329133,3.423100455
3.708320009,2.33838286,2.349138577
3.708320009,3.204182347,3.199394969
3.708320009,2.088820977,2.077249593
3.708320009,3.699025879,3.975679967
3.708320009,4.490101585,4.553816416
3.708320009,3.979140319,3.931389229
3.708320009,2.626853026,2.752452749
3.708320009,3.724098816,3.696020556
3.708320009,3.596510783,3.711334822
3.708320009,3.481225943,3.604342467
3.708320009,3.94695677,3.930415559
3.708320009,3.295167388,3.172806817
3.708320009,2.969549641,3.319643108
3.708320009,3.878086841,3.804594693
3.708320009,4.16818617,4.345516031
3.708320009,3.327827981,3.689188751
3.708320009,3.646472271,3.772925497
3.708320009,4.177159596,4.196138552
3.708320009,4.718350333,4.630245636
3.708320009,4.265204374,4.054502163
3.708320009,2.249411722,2.323349944
3.708320009,3.307281713,3.421165482
3.708320009,2.287904813,2.834006116
3.708320009,4.247143472,3.9662153
3.708320009,3.35620144,3.394901913
3.708320009,2.532698684,2.283159973
3.708320009,3.956002656,3.903850304
3.708320009,2.888520199,2.94179751
3.708320009,3.226867649,3.022802812
3.708320009,4.139958925,4.139180928
3.708320009,3.580278415,3.610451774
3.708320009,3.156156656,3.055206636
3.708320009,4.091664501,4.124163998
3.708320009,2.74964428,2.858127817
3.708320009,3.799267485,3.543515788
3.708320009,2.498484609,2.83970142
3.708320009,3.207641698,2.841958331
3.708320009,4.03096401,4.04773622
3.708320009,3.598493805,3.439465575
3.708320009,3.430335308,3.810600688
3.708320009,3.463185058,3.411740582
3.708320009,3.54269163,3.723680611
3.708320009,2.424640429,2.680152197
3.708320009,3.323825234,3.439832215
3.708320009,2.934389709,3.000233122
3.708320009,2.786821095,2.880204494
3.708320009,5.097363636,5.125301523
3.708320009,3.880402853,3.732316424
3.708320009,3.384099052,3.519317603
3.708320009,4.909105092,4.576701385
3.708320009,3.631291706,3.386084879
3.708320009,3.603037056,3.417930587
3.708320009,4.626841617,4.608256402
3.708320009,4.022102798,3.930331844
3.708320009,3.723873161,3.580598935
3.708320009,4.231566083,4.212128903
3.708320009,3.215750489,3.367302114
3.708320009,3.932540965,3.927094931
3.708320009,4.799475751,4.614230801
3.708320009,4.152076771,4.137913046
3.708320009,2.397610982,2.504183605
3.708320009,3.583759206,3.503206174
3.708320009,3.233075187,3.153779176
3.708320009,3.572819358,3.768964342
3.708320009,4.040177361,3.987906823
3.708320009,3.569852096,3.872813291
3.708320009,2.736793183,2.68902799
3.708320009,4.009494425,3.971133418
3.708320009,2.714071137,2.789439317
3.708320009,2.975543542,2.862275282
3.708320009,3.38175215,3.523763275
3.708320009,3.562099121,3.812745688
3.708320009,4.190806811,4.321808505
3.708320009,3.192720925,3.535862191
3.708320009,3.374636444,3.351985017
3.708320009,3.562840166,3.387296667
3.708320009,4.35186987,4.023721249
3.708320009,3.60697067,3.737365945
3.708320009,3.809763634,3.839519178
3.708320009,2.214435145,2.481614513
3.708320009,3.644076637,3.668882612
3.708320009,3.369481066,3.474460877
3.708320009,3.718108461,4.035660988
3.708320009,3.417805457,3.332346112
3.708320009,4.157182861,4.543664311
3.708320009,3.40679579,3.014445699
3.708320009,3.601651142,3.79660008
3.708320009,3.888238866,3.967578006
3.708320009,3.850022125,3.745323122
3.708320009,2.918727419,2.947116302
3.708320009,2.468942969,2.511192844
3.708320009,3.498754421,3.183463002
3.708320009,4.416081147,4.459005573
3.708320009,4.712037614,4.676259084
3.708320009,4.600344352,4.52163095
3.708320009,4.809235547,4.912610188
3.708320009,3.575691909,3.31877184
3.708320009,3.4310667,3.866148036
3.708320009,3.45194436,3.557814502
3.708320009,3.525456521,3.542798301
3.708320009,3.122362953,2.945569377
3.708320009,3.703055234,3.755595384
3.708320009,3.679084916,3.641937545
3.708320009,4.435605038,4.388694789
3.708320009,3.412745233,3.191347722
3.708320009,4.329635536,4.243887766
3.708320009,5.305593736,5.103167536
3.708320009,4.647324905,4.690020549
3.708320009,4.131832494,4.091564927
3.708320009,4.245848475,3.856084049
3.708320009,3.621884153,3.727692097
3.708320009,4.086160064,4.289760137
3.708320009,4.429343802,4.530408621
3.708320009,3.723666327,3.933001294
3.708320009,3.826367362,3.932357341
3.708320009,3.408512668,3.435128179
3.708320009,3.267607115,3.48092371
3.708320009,3.380763006,3.635810222
3.708320009,2.390569972,2.344803724
3.708320009,3.919784948,3.945858711
3.708320009,4.326969099,4.202978627
3.708320009,2.658518441,2.768425308
3.708320009,2.79763752,2.975608784
3.708320009,3.957717336,4.116784213
3.708320009,1.045408743,1.091393985
3.708320009,3.695816682,3.712295853
3.708320009,3.787162284,3.732798447
3.708320009,3.921587784,3.834310078
3.708320009,1.599528238,1.924765649
3.708320009,2.994504921,3.276573466
3.708320009,3.981025485,3.952323859
3.708320009,3.82475473,3.913256984
3.708320009,4.651958405,4.670150928
3.708320009,2.828156969,3.06068891
3.708320009,4.260666232,3.961931968
3.708320009,3.385136909,3.695332135
3.708320009,2.438276356,2.335275891
3.708320009,3.51388507,3.523898204
3.708320009,4.766494931,4.746500843
3.708320009,2.770326957,2.874573202
3.708320009,4.51242123,4.685301416
3.708320009,4.046287537,4.184234668
3.708320009,4.013405173,4.215903706
3.708320009,2.950258831,2.857044929
3.708320009,3.79460789,3.983103865
3.708320009,4.597544225,4.430172381
3.708320009,3.974580361,3.990361204
3.708320009,4.064788576,4.142265556
3.708320009,2.473584526,2.937237367
3.708320009,3.249505521,2.970338605
3.708320009,3.650019838,3.280626382
3.708320009,4.471293598,4.588894481
3.708320009,3.23109952,3.032157339
3.708320009,3.685473204,3.638457268
3.708320009,3.414323423,3.506662546
3.708320009,3.340927817,3.329191791
3.708320009,4.126589453,4.220613455
3.708320009,3.565951792,3.560668976
3.708320009,3.52807095,3.705432309
3.708320009,3.523734869,3.607205103
3.708320009,3.368482136,3.12607075
3.708320009,2.222926799,2.451389478
3.708320009,4.454878531,4.765859882
3.708320009,2.554150259,2.953651562
3.708320009,4.384053248,4.467735509
3.708320009,3.484915403,3.512613338
3.708320009,3.994471324,3.877971642
3.708320009,4.941328483,4.966599728
3.708320009,4.258225907,4.080778902
3.708320009,3.816802441,4.150595413
3.708320009,3.481330931,3.28722385
3.708320009,3.165642564,3.334920458
3.708320009,4.973663713,4.781866254
3.708320009,3.523762006,3.317781129
3.708320009,3.771366406,3.895554279
3.708320009,3.851991843,3.960373931
3.708320009,4.293452183,4.025693507
3.708320009,4.327336598,4.417202672
3.708320009,2.952967133,2.880053765
3.708320009,2.893431564,3.013235625
3.708320009,3.908666545,3.877725893
3.708320009,4.288234279,4.262404665
3.708320009,4.51280775,4.586916103
3.708320009,3.486339963,3.396407016
3.708320009,2.23900682,2.202846949
3.708320009,3.62936431,3.865861642
3.708320009,2.868762203,3.227354078
3.708320009,4.842011499,5.171491691
3.708320009,4.465740017,4.348605212
3.708320009,3.665488381,3.760996463
3.708320009,3.754181072,4.031538428
3.708320009,4.414008591,4.185458585
3.708320009,3.729493681,3.643867875
3.708320009,3.514426746,3.654695261
3.708320009,3.892011218,3.996541851
3.708320009,3.966548613,3.981373971
3.708320009,3.572921912,3.39218168
3.708320009,3.026122808,3.024129541
3.708320009,3.866590596,4.092836962
3.708320009,4.207993361,4.587657298
3.708320009,3.218666884,3.140395692
3.708320009,3.571554694,3.802864098
3.708320009,4.817999793,5.04849714
3.708320009,2.860106078,3.11338654
3.708320009,3.099706606,3.311912871
3.708320009,3.343446356,3.297896491
3.708320009,4.066281444,4.171703001
3.708320009,3.091042834,3.154384403
3.708320009,2.552118601,2.351459647
3.708320009,2.888211585,2.848246456
3.708320009,4.197214629,4.277364468
3.708320009,3.58213711,3.282553522
3.708320009,4.130685876,3.811016399
3.708320009,3.032979448,3.121896415
3.708320009,3.501709562,3.332465466
3.708320009,2.884924375,2.883361285
3.708320009,3.793445207,3.915820195
3.708320009,3.066430186,2.994813488
3.708320009,4.462042362,4.792181311
3.708320009,4.883443027,4.920834877
3.708320009,2.989448954,3.040218975
3.708320009,3.968953521,3.950510169
3.708320009,3.923575302,3.628376386
3.708320009,4.493008563,4.401934951
3.708320009,4.012189014,3.903256114
3.708320009,4.175882075,4.049054105
3.708320009,2.967709165,2.730744483
3.708320009,3.544640312,3.435170272
3.708320009,3.813271423,3.896898286
3.708320009,4.379495793,4.256898835
3.708320009,3.432280475,3.440473086
3.708320009,3.220960561,3.422797619
3.708320009,3.327505811,3.477677755
3.708320009,2.267250188,2.528936417
3.708320009,3.496805559,3.718383206
3.708320009,4.291058616,3.884297793
3.708320009,4.447349034,4.795662384
3.708320009,3.729073364,3.349700943
3.708320009,3.28285848,3.103425375
3.708320009,3.084043672,2.958289737
3.708320009,3.851819064,3.682591569
3.708320009,5.161342467,5.4633243
3.708320009,2.846367945,2.930331547
3.708320009,3.487828131,3.559996709
3.708320009,4.382941456,4.386642489
3.708320009,3.792676478,3.384403259
3.708320009,3.929111955,3.851424291
3.708320009,4.590308285,4.57887613
3.708320009,4.101405601,4.207869464
3.708320009,4.024579497,4.140709886
3.708320009,5.468459426,5.559235465
3.708320009,2.544480648,2.922916196
3.708320009,2.960522894,3.138013654
3.708320009,3.742036547,3.894240176
3.708320009,3.880159562,3.729939809
3.708320009,4.802462839,4.856833574
3.708320009,4.141942066,3.853065144
3.708320009,3.984437326,3.966604442
3.708320009,4.59782556,4.717228749
3.708320009,2.821555976,2.8639207
3.708320009,2.622024303,2.244304038
3.708320009,4.189281651,4.267222548
3.708320009,3.182735943,3.046741761
3.708320009,3.854527096,3.641694774
3.708320009,4.051518489,3.915073299
3.708320009,3.517364775,3.299521136
3.708320009,4.338000773,4.407178855
3.708320009,4.906463404,4.84531264
3.708320009,3.525144104,3.442876451
3.708320009,4.103080322,3.780182911
3.708320009,2.654688629,2.614822296
3.708320009,3.524412105,3.487086748
3.708320009,2.504055324,2.844046936
3.708320009,4.667326913,4.483207337
3.708320009,3.399249505,3.304585503
3.708320009,3.189855728,2.941034266
3.708320009,2.695901962,3.112022671
3.708320009,3.676931363,3.608244869
3.708320009,3.75715982,3.706085797
3.708320009,4.241118433,4.373741859
3.708320009,3.927417248,4.15606566
3.708320009,4.0083377,3.968412941
3.708320009,3.55752691,3.53148917
3.708320009,4.77400843,4.690581254
3.708320009,3.239499084,3.494037119
3.708320009,3.404902886,3.321267754
3.708320009,4.022296692,3.851988299
3.708320009,3.512415284,3.194084898
3.708320009,2.941056782,3.148972298
3.708320009,3.542555219,3.303637203
3.708320009,4.00995677,4.233762705
3.708320009,2.831307827,2.956555583
3.708320009,3.964944532,4.039606638
3.708320009,4.008974547,3.943575274
3.708320009,3.727476921,3.868973464
3.708320009,3.594740122,3.674840326
3.708320009,4.548671979,4.865868042
3.708320009,3.938956532,3.837644798
3.708320009,5.022371969,5.004877343
3.708320009,3.016381701,2.939078952
3.708320009,4.137019582,4.250137719
3.708320009,3.131278725,2.953515094
3.708320009,1.694480714,1.912154667
3.708320009,3.001596973,3.01576613
3.708320009,3.638751692,3.888149902
3.708320009,4.433751147,4.2498824
3.708320009,3.854918323,3.622146772
3.708320009,3.041283375,3.170327585
3.708320009,3.110180423,3.25431703
3.708320009,3.33210916,3.289304533
3.708320009,3.737877394,3.763510728
3.708320009,3.568463052,3.559507395
3.708320009,3.386117553,3.668155311
3.708320009,4.070746738,3.839101422
3.708320009,3.783807163,3.474213694
3.708320009,4.0021674,3.559852122
3.708320009,2.580167836,2.936293067
3.708320009,3.122056864,3.140718326
3.708320009,3.645208737,3.602012701
3.708320009,2.638066744,2.840724308
3.708320009,3.828198241,3.869558033
3.708320009,4.277870665,4.033991845
3.708320009,3.551320196,3.7777703
3.708320009,4.066488425,3.847990549
3.708320009,3.030828301,2.85826113
3.708320009,3.973320854,3.639277867
3.708320009,4.842381317,4.833379881
3.708320009,3.496486553,3.337294388
3.708320009,4.221984881,4.349086562
3.708320009,3.028141987,3.040766087
3.708320009,3.698160452,3.857764722
3.708320009,2.779383868,2.600283275
3.708320009,3.976763895,3.708056361
3.708320009,5.114791911,5.309226033
3.708320009,3.7407288,3.769492703
3.708320009,3.916544995,4.128139717
3.708320009,2.839408422,2.950581041
3.708320009,2.994215417,3.143851221
3.708320009,4.784116138,4.761193775
3.708320009,2.525240466,2.627684107
3.708320009,2.319118659,2.37084363
3.708320009,4.228861613,4.200827557
3.708320009,3.84594076,3.895955504
3.708320009,4.132218369,3.936635193
3.708320009,4.312376907,4.154695175
3.708320009,4.804515028,4.642363418
3.708320009,3.362893659,3.45604285
3.708320009,4.739102891,4.829134205
3.708320009,3.98341214,3.956078505
3.708320009,3.209356459,2.990889428
3.708320009,3.800916206,3.686284105
3.708320009,3.089643318,3.026567895
3.708320009,3.802395291,3.853572931
3.708320009,4.319311007,4.32587574
3.708320009,3.174525897,3.09114973
3.708320009,4.711314845,4.796973024
3.708320009,3.897481167,4.084748532
3.708320009,4.612480201,4.440589266
3.708320009,3.690369687,3.886209855
3.708320009,4.168606554,4.270553562
3.708320009,3.98318556,3.54798148
3.708320009,4.342744058,4.569322596
3.708320009,3.988295495,4.162020757
3.708320009,3.085523194,3.083220471
3.708320009,3.763709072,3.964096802
3.708320009,4.029919958,4.07499334
3.708320009,4.344431744,4.256789296
3.708320009,4.083039186,3.979781602
3.708320009,4.378623423,4.298402263
3.708320009,3.869626768,3.915915463
3.708320009,4.512877232,4.41096431
3.708320009,3.259472041,3.279570924
3.708320009,3.408537821,3.169387079
3.708320009,4.924082496,4.969264505
3.708320009,3.377603485,3.668173731
3.708320009,4.440310033,4.535004701
3.708320009,3.921544191,3.954619686
3.708320009,3.918760141,3.815627958
3.708320009,3.732775539,3.450048695
3.708320009,3.697948597,3.932543453
3.708320009,3.439597925,3.476979196
3.708320009,3.936894992,4.230179097
3.708320009,3.75955271,3.922823033
3.708320009,3.351538743,3.426168841
3.708320009,4.479820792,4.5036576
3.708320009,3.793246373,3.589829464
3.708320009,3.033788651,2.837768546
3.708320009,3.869860812,4.085768458
3.708320009,3.137837485,2.990382006
3.708320009,3.827654671,3.47641236
3.708320009,4.304046937,4.423097202
3.708320009,2.234253483,2.235154766
3.708320009,3.095280364,3.302847604
3.708320009,3.748219787,3.964016428
3.708320009,2.77204748,3.025550383
3.708320009,4.490875923,4.464114296
3.708320009,3.561167049,3.590655781
3.708320009,4.685578258,4.655056603
3.708320009,2.85800062,2.843402266
3.708320009,4.53121659,4.723286028
3.708320009,3.305415905,3.356106021
3.708320009,3.596079687,4.041111839
3.708320009,4.366921675,4.296212462
3.708320009,3.709659091,3.762733885
3.708320009,4.421505934,4.429661238
3.708320009,4.734210415,4.696897715
3.708320009,2.48204582,2.27710146
3.708320009,3.627076615,3.970628214
3.708320009,2.978087866,2.714085781
3.708320009,3.271591557,3.331231163
3.708320009,4.140750032,4.345584989
3.708320009,3.938333721,4.009333915
3.708320009,3.215907615,3.409833053
3.708320009,2.970276597,2.986283854
3.708320009,3.171633855,3.11251775
3.708320009,3.730860855,3.858432811
3.708320009,3.112887145,3.314940277
3.708320009,4.777736133,4.676787433
3.708320009,4.51451602,4.336429925
3.708320009,4.193714815,4.297408724
3.708320009,3.301048492,3.317325937
3.708320009,3.405046545,3.412568837
3.708320009,3.707218035,3.721223938
3.708320009,4.910668685,4.624168709
3.708320009,4.258035798,4.13551924
3.708320009,3.589243639,3.617030805
3.708320009,3.793649455,3.683869233
3.708320009,3.254743236,3.275840439
3.708320009,3.71963633,3.803782401
3.708320009,4.107457095,4.174250192
3.708320009,3.547325606,3.795478108
3.708320009,3.187948656,3.08536271
3.708320009,3.126201009,3.334318734
3.708320009,4.413766684,4.456231839
3.708320009,3.703710514,3.542084059
3.708320009,3.395090019,3.462187804
3.708320009,3.530583756,3.767977872
3.708320009,3.841105689,4.013125561
3.708320009,3.813384358,3.958751895
3.708320009,3.307580582,3.221043274
3.708320009,3.008418009,3.263644744
3.708320009,4.080756475,3.964388398
3.708320009,3.410293756,3.391914213
3.708320009,4.05710579,4.337318635
3.708320009,5.030618285,4.967880935
3.708320009,3.926214018,3.793650647
3.708320009,2.945786543,2.988634235
3.708320009,2.775477521,2.922960341
3.708320009,3.759098976,3.738722037
3.708320009,3.883286718,3.813086113
3.708320009,3.197842918,3.04803754
3.708320009,3.190471458,3.297955157
3.708320009,4.252896701,3.935579358
3.708320009,4.221589721,4.134358569
3.708320009,4.529328309,4.545402636
3.708320009,2.145439989,2.191613951
3.708320009,3.107205702,3.247015945
3.708320009,3.575544211,3.443575697
3.708320009,3.969807724,3.974707099
3.708320009,3.390007525,3.031660814
3.708320009,3.034143931,3.035052805
3.708320009,2.738703908,2.96875076
3.708320009,3.108372122,3.353427653
3.708320009,3.465245891,3.305276901
3.708320009,3.614448584,3.371479425
3.708320009,3.759884208,3.742668854
3.708320009,4.46504195,4.519478143
3.708320009,2.897217634,2.976566179
3.708320009,3.677546052,3.59925723
3.708320009,4.225649079,4.226394698
3.708320009,2.727615235,2.714247049
3.708320009,3.631869891,3.802332885
3.708320009,1.797070434,2.01112532
3.708320009,4.279320112,4.318255433
3.708320009,3.153892768,3.161719014
3.708320009,3.017346177,3.169258152
3.708320009,4.281124515,4.160727444
3.708320009,4.803851052,4.605940183
3.708320009,3.144268423,3.237971068
3.708320009,3.579979293,3.955046889
3.708320009,3.380644364,3.151135165
3.708320009,3.351786708,3.643308215
3.708320009,4.84768314,4.871043241
3.708320009,3.470020204,3.401943126
3.708320009,3.487915289,3.602511988
3.708320009,3.390061114,3.304506064
3.708320009,2.784820417,2.950749657
3.708320009,3.996881427,4.100815556
3.708320009,4.925505777,5.037270389
3.708320009,3.344091639,3.702814708
3.708320009,3.760956327,3.794012769
3.708320009,3.134895126,3.126770848
3.708320009,4.383361382,4.618943933
3.708320009,4.383252469,4.449944328
3.708320009,4.442068429,4.434743852
3.708320009,3.483196624,3.42147489
3.708320009,3.373123695,3.495479169
3.708320009,2.761996488,2.697854238
3.708320009,4.281925501,4.462205723
3.708320009,3.086051274,2.882292562
3.708320009,3.75668185,3.856487443
3.708320009,4.088793205,3.741472802
3.708320009,4.173334974,4.316450602
3.708320009,4.035160138,3.877134035
3.708320009,3.95899735,3.897973115
3.708320009,3.784005043,4.095796831
3.708320009,3.96400531,4.004796638
3.708320009,3.880554767,3.807651512
3.708320009,4.02316867,3.659052164
3.708320009,3.29777971,3.362512886
3.708320009,3.105057008,3.174824913
3.708320009,3.199753744,3.394704888
3.708320009,2.676326726,3.008458569
3.708320009,3.076072261,3.066823968
3.708320009,4.832549183,4.805123642
3.708320009,4.205154975,4.259329766
3.708320009,4.059830867,3.904148349
3.708320009,3.731263011,3.584399176
3.708320009,2.759166594,2.76113644
3.708320009,3.381255318,3.504686492
3.708320009,2.449499657,2.30393282
3.708320009,3.229920591,3.624461353
3.708320009,4.418467267,4.444331316
3.708320009,3.883185729,3.630758408
3.708320009,4.044289541,4.013432204
3.708320009,3.863930348,3.577865614
3.708320009,3.295325348,3.042040671
3.708320009,3.491246174,3.362690185
3.708320009,3.688894887,3.60828174
3.708320009,4.065330517,3.947965864
3.708320009,3.839213623,3.901552116
3.708320009,3.537925751,3.303905229
3.708320009,3.837865659,3.677903349
3.708320009,3.539531094,3.52239489
3.708320009,3.162209197,3.050261583
3.708320009,3.990556438,3.801653703
3.708320009,3.293523709,3.448834748
3.708320009,3.51122111,3.655247571
3.708320009,3.020989828,2.916126182
3.708320009,3.274739491,3.555706197
3.708320009,3.822083191,3.531417754
3.708320009,3.471121734,3.511248023
3.708320009,3.072725765,3.139720009
3.708320009,4.46290112,4.249394461
3.708320009,3.252895164,3.478227273
3.708320009,4.170320472,4.01781464
3.708320009,4.505333151,4.354867876
3.708320009,3.075993669,3.030497861
3.708320009,3.061626113,3.054753394
3.708320009,4.87779819,4.7784204
3.708320009,4.5609913,4.219160332
3.708320009,3.285897309,3.119131663
3.708320009,4.617726169,4.458765257
3.708320009,3.342680062,3.297273278
3.708320009,3.279926326,3.342862666
3.708320009,5.282083766,5.401143706
3.708320009,3.138530419,3.218328777
3.708320009,3.131765841,2.951794313
3.708320009,4.533487163,4.599035427
3.708320009,2.878643798,2.839863039
3.708320009,3.035413857,3.027534425
3.708320009,3.031258551,3.020032237
3.708320009,2.064303235,1.98866785
