P_1_6,P_2_6,P_3_6,P_4_6,P_5_6,P_6_6
3.659297345,4.22027509,4.07592054,4.513599526,4.946430995,5.158693611
3.659297345,2.85134682,2.479140486,3.296556048,3.290293445,3.365824768
3.659297345,4.190974188,4.640535852,5.435428516,5.609747087,5.637679667
3.659297345,3.985794514,3.682722407,3.395804914,3.415125231,3.494446039
3.659297345,4.5733698,4.537114029,3.68081501,4.263282212,4.518548662
3.659297345,4.572715031,4.336307112,4.86993986,5.444779904,5.080698828
3.659297345,3.196104659,3.085699387,2.569474456,2.950862646,2.859610259
3.659297345,4.521702084,4.322008828,4.754173263,4.591799949,4.509925646
3.659297345,2.796892249,2.813042287,3.292616468,2.924268127,2.556289396
3.659297345,3.072750451,2.792855238,3.088510744,2.296712568,1.757894914
3.659297345,4.030774337,4.030347689,5.257105987,5.23584265,5.054874544
3.659297345,4.589944297,4.399621533,4.284575892,4.061841241,3.47615515
3.659297345,4.835941035,4.738853142,3.732035416,3.459629545,3.252359488
3.659297345,4.303954657,4.202482828,4.786016052,5.078056757,4.936547949
3.659297345,3.906123222,3.67557032,4.004037746,3.112540151,2.729835931
3.659297345,4.287752655,4.233308374,2.768436316,3.062963383,3.307884088
3.659297345,2.716283785,2.692543744,2.012037221,2.439068392,2.716411737
3.659297345,2.423712958,2.817606853,4.330628289,4.288441009,4.113033296
3.659297345,4.219464762,4.028470667,3.663834832,3.206445711,3.584698259
3.659297345,2.463563293,2.506485449,2.789788102,2.59774389,2.779569973
3.659297345,4.107888005,4.033773123,3.57484424,3.217976815,3.217519591
3.659297345,2.818269919,2.969578816,3.335248394,3.896933962,3.299066544
3.659297345,3.925247684,4.163717174,3.286283017,3.893763722,3.692512615
3.659297345,3.684980881,3.546522957,4.043591796,3.922986107,3.783761679
3.659297345,3.339421996,3.519861026,3.027025925,3.60513016,3.325822474
3.659297345,3.893030616,3.853436143,5.635669049,5.808010238,5.82689952
3.659297345,1.761386053,1.829122849,1.171179756,2.84798628,2.795784941
3.659297345,3.54552816,3.560962242,3.274372001,3.274445454,3.67774322
3.659297345,3.402047656,3.118156272,2.458679722,2.858472838,2.564740128
3.659297345,3.929390835,3.772816121,3.762084446,4.909791071,5.059669128
3.659297345,3.980101154,3.764357678,3.313831204,3.236262776,3.273193246
3.659297345,4.015361398,3.817952552,3.52863663,3.340771836,3.250498276
3.659297345,4.260564019,4.415520318,4.003482643,3.846204473,3.689980691
3.659297345,3.816453048,3.685968493,4.769394228,5.061392432,4.992882196
3.659297345,3.036996269,3.160679093,3.19135559,3.5196303,3.550639339
3.659297345,4.382213322,4.445617162,3.918057352,3.542563569,3.506138952
3.659297345,3.224243986,3.248255727,2.921255291,2.805843611,2.75622472
3.659297345,2.445097237,2.260756131,2.495225807,2.57304362,2.787844057
3.659297345,3.241801609,3.179214669,3.090271287,2.463251991,2.961404422
3.659297345,3.841229799,3.806861383,4.417670566,5.352337902,5.27806232
3.659297345,4.547628415,4.57392274,4.06089897,3.756500784,3.212732562
3.659297345,4.287919921,4.214533192,2.67984773,3.101395384,2.889502228
3.659297345,4.096966597,3.998185621,2.283567829,2.056579161,2.53519504
3.659297345,3.629858933,3.725888025,4.258076875,3.440639904,3.467507044
3.659297345,3.005347505,2.930911585,1.722848735,1.346724642,1.38781456
3.659297345,5.429188857,4.838384558,4.956061436,5.316876632,5.094854188
3.659297345,3.356976431,3.19500458,2.070683058,1.766798017,1.539914639
3.659297345,4.079363279,3.876312963,4.435731987,4.280857856,4.455998259
3.659297345,2.732414904,2.65929577,3.514015072,3.748161458,3.951433317
3.659297345,4.129001718,3.923931374,4.915657251,4.792307012,4.386593378
3.659297345,4.024016653,3.68522298,2.905680314,2.848336295,2.990869797
3.659297345,3.377894792,3.076137906,2.868428924,3.177061048,3.028294564
3.659297345,3.381140199,3.571559539,2.354196365,2.116704235,2.000007728
3.659297345,3.701891026,3.599171858,5.013580723,4.79126355,4.774007329
3.659297345,3.062292551,2.869816589,3.774715531,4.514979022,4.199295476
3.659297345,3.089076999,3.150472696,2.680617826,2.39885021,2.219575762
3.659297345,4.387249835,4.25763442,5.09608517,5.25722281,5.098514961
3.659297345,4.533048772,4.496923134,3.101870196,2.836224555,2.497645077
3.659297345,4.117043928,3.816554917,4.415965547,3.906404916,4.087990141
3.659297345,4.289743064,4.30220612,3.779080572,3.789534858,3.564959753
3.659297345,2.028110739,2.284979344,1.444601546,1.683879607,2.010147086
3.659297345,4.290241001,4.321678426,4.693512897,4.37296271,4.167651507
3.659297345,3.074506714,2.854929219,2.072463327,1.314051168,0.502155919
3.659297345,4.002598413,4.017930528,4.114905995,4.810927737,4.743145995
3.659297345,3.219743625,3.095861538,2.865790249,2.358337062,2.494265828
3.659297345,4.423919213,4.640432117,3.556877454,4.052555571,4.183666821
3.659297345,2.690411865,2.832763262,1.67276301,2.360824906,2.599523942
3.659297345,3.433999798,3.423110176,2.862898514,2.963165708,3.096154454
3.659297345,3.746012937,3.59295461,5.124345768,4.88128955,4.827962958
3.659297345,4.54086739,4.560393114,5.080627,5.201094433,5.357167407
3.659297345,4.563245336,4.356862856,4.879385143,5.155780224,5.199704041
3.659297345,3.983384016,3.968281508,4.480757324,4.981183989,5.08072835
3.659297345,5.024254074,5.075898529,4.762459632,4.381402832,4.485022983
3.659297345,3.350905985,3.367910821,3.089872526,3.722755875,3.87738839
3.659297345,2.701362594,2.793804067,2.180669772,2.351518866,2.762601641
3.659297345,3.43383009,3.721986814,3.910631278,3.442462344,2.896564068
3.659297345,3.02484394,2.679441604,1.544901625,0.551565605,0.775588226
3.659297345,5.33364622,5.169576501,5.589239275,5.805588303,5.417884016
3.659297345,4.075305706,4.123751912,4.531768763,4.943004865,5.123006183
3.659297345,4.34160877,4.523025874,4.964632321,5.317448116,5.155494113
3.659297345,3.163916096,2.810196233,1.816591069,1.45990683,1.162658254
3.659297345,3.006057422,3.055424714,3.061800126,2.27799243,1.899414945
3.659297345,3.75701518,3.762030153,3.239557391,2.766605578,2.69741332
3.659297345,3.272659562,3.248599141,2.831908366,2.514174582,2.495913697
3.659297345,4.725398683,4.827491055,4.784104647,5.27407302,5.234655745
3.659297345,3.079525526,3.119227388,3.292643577,3.016422345,3.114584539
3.659297345,4.102513537,4.480660169,3.571623694,3.8584439,3.968198682
3.659297345,5.189415228,4.550335119,4.473579961,4.459352914,4.282595021
3.659297345,3.354238204,3.318353615,3.83226184,4.417197603,4.382801151
3.659297345,4.278774385,4.207611114,3.284277995,2.507819223,2.836922896
3.659297345,3.209592172,3.317055793,3.462383293,3.365722913,3.262868678
3.659297345,2.985201498,3.198178366,4.280743231,4.673933924,4.915153051
3.659297345,3.688051136,3.714445903,5.603618011,5.48352547,5.262202252
3.659297345,4.088821862,3.826067764,2.927709413,2.773681889,2.492824371
3.659297345,3.645019675,3.38251849,4.254440138,4.291418974,3.823075209
3.659297345,3.801986712,3.733495164,2.667308532,3.518474482,3.523121168
3.659297345,4.992756199,5.072816049,4.743761059,5.22184693,4.886437025
3.659297345,2.434715769,2.933416652,3.607529724,4.314473667,4.081132632
3.659297345,3.930120789,3.86745382,3.188439197,2.670738602,2.655196099
3.659297345,4.294142262,4.582459344,2.894097725,2.689314708,2.824379405
3.659297345,4.148489209,4.309024898,3.774528214,3.424044895,3.113328958
3.659297345,3.402349043,3.737567552,5.116935057,5.137933215,4.588749638
3.659297345,3.534156892,3.718075585,2.612857963,1.892203742,2.095324487
3.659297345,4.787083695,4.566166873,5.39848174,5.323511416,5.282402606
3.659297345,3.210653987,3.112489374,3.010039089,2.889745033,3.036530484
3.659297345,3.6139364,3.804161044,1.610739742,1.791850152,1.623796791
3.659297345,3.991498519,4.226011451,3.920622721,3.936837876,3.70120906
3.659297345,3.514960444,3.571097867,5.099165621,5.082427734,5.263190257
3.659297345,4.647093906,4.355545909,4.776159525,4.214639711,4.327685547
3.659297345,4.427922843,4.274748212,4.713474087,4.732315919,4.874212299
3.659297345,4.409526219,4.140522854,1.140106079,1.749042688,1.912594817
3.659297345,3.119387009,3.380887202,3.68878395,2.767238611,2.91379476
3.659297345,4.087631512,4.177934638,3.663508664,3.976147956,3.497194324
3.659297345,2.704916624,2.624357786,4.540001468,4.557409439,4.330234177
3.659297345,4.177946586,4.297177395,4.937045391,5.178577881,5.465065908
3.659297345,3.316273802,3.260306198,1.88835783,2.668286001,2.635061984
3.659297345,3.769349958,3.603974177,4.012610263,5.071231637,4.888999287
3.659297345,4.242042618,4.034198945,3.732100769,3.624480941,3.749374601
3.659297345,3.854550506,3.866118722,4.260728746,4.012648961,3.960180744
3.659297345,3.913043435,3.68319217,4.223945583,3.93889628,3.875378708
3.659297345,3.537854885,4.022865955,6.167301607,6.623842159,6.702332931
3.659297345,2.834872679,3.128980106,2.916093863,2.46391814,2.179096216
3.659297345,3.535167081,3.420846822,3.457840391,3.203339712,3.259297397
3.659297345,2.827591833,2.808309578,4.046130868,4.327385032,4.171369815
3.659297345,4.093324507,4.172550699,4.668019074,4.897451497,4.825004727
3.659297345,3.870277469,3.783201445,3.627776029,3.490003892,3.489593852
3.659297345,3.546495114,3.552454932,4.566058115,4.822939392,5.041434157
3.659297345,4.374708441,4.201703271,2.946519629,3.116722116,2.937546888
3.659297345,4.113549468,4.284247465,3.465528111,3.442361055,3.338797253
3.659297345,4.643604081,4.844075596,3.952106296,4.045150289,3.8723308
3.659297345,3.907867379,3.86698394,4.785492655,4.729067285,5.007741849
3.659297345,2.909197746,2.973866178,3.700818745,4.659575145,4.661551652
3.659297345,3.555143661,3.651060601,3.967619124,3.733978395,3.993445671
3.659297345,4.015722678,4.106976407,4.290744804,4.084651396,3.981613857
3.659297345,3.641810692,3.677998157,1.381639778,1.098474491,1.615532771
3.659297345,3.028311579,3.095462169,2.702382081,3.579433931,3.702928318
3.659297345,2.841577103,2.891040342,3.190611394,2.239145534,2.344944378
3.659297345,3.745686312,3.831067866,3.759662179,3.178281376,3.465017243
3.659297345,3.555954843,3.803030553,3.490110682,3.346550739,3.218547976
3.659297345,2.773305545,2.478238258,1.858484347,0.991623865,0.633020961
3.659297345,3.807228378,3.688534423,3.47335139,3.7927254,3.488436523
3.659297345,4.744599811,4.618450086,5.909936206,5.274911777,5.516484911
3.659297345,3.83837656,3.500392454,3.051921088,2.813741999,2.71451903
3.659297345,2.755634193,2.868850982,0.789891024,0.787940092,0.532409037
3.659297345,4.310140765,4.33216555,5.41089117,4.982918275,4.935007538
3.659297345,3.163667735,3.311143996,2.948013624,3.093507658,3.49080711
3.659297345,3.27337525,2.613866503,3.337215497,4.10002796,3.826572834
3.659297345,3.698420286,3.852029332,4.613557603,4.822203708,4.544499319
3.659297345,3.8866958,4.140201379,3.913436366,3.487910994,3.593781808
3.659297345,2.40058543,2.523318747,3.296432465,3.406656729,3.27689092
3.659297345,2.703888679,3.182831261,1.753378116,2.293825524,2.166828782
3.659297345,2.526386058,2.522936986,1.27278178,1.350204814,1.327672229
3.659297345,3.617204118,3.72555733,4.719568677,5.125250076,5.287968486
3.659297345,3.590364329,3.309183623,3.242974083,4.342671494,4.129423364
3.659297345,3.754655366,3.663324778,3.922922612,3.637396383,3.534678483
3.659297345,3.712740573,3.856848281,2.654648538,3.06129265,3.094613934
3.659297345,2.909244989,2.871495151,2.622087978,2.708124925,2.740591199
3.659297345,3.509895432,3.258762861,3.952282988,4.243933146,4.343342822
3.659297345,3.044422151,3.119510205,2.515412908,2.872739999,3.090810605
3.659297345,3.601436055,3.672859247,2.939279469,3.025390568,2.671718237
3.659297345,4.643536543,4.711055996,3.301759044,3.568444456,3.100043956
3.659297345,3.616615774,3.567339074,4.456638805,4.426017871,4.302157409
3.659297345,4.95674797,4.785976572,5.24229636,4.745833682,4.856724512
3.659297345,3.293616489,3.338918671,2.882119179,3.318597608,2.87269505
3.659297345,3.027002078,3.169509574,2.592643856,2.353464852,2.557908106
3.659297345,3.944945533,4.240396961,2.186959436,2.24962809,2.085622212
3.659297345,4.520733916,4.503236039,3.91988782,3.902365676,3.747849114
3.659297345,3.940394017,3.984112654,2.365971352,1.421192065,1.418578906
3.659297345,3.61081289,3.945291755,2.855458707,2.430872766,2.520175677
3.659297345,3.450984622,3.285822443,2.377202906,2.678764863,2.735879302
3.659297345,3.581135048,3.720651467,3.901995259,4.069234142,3.892308999
3.659297345,3.605477951,3.350237197,3.956805611,3.928959541,3.739315423
3.659297345,3.858924389,4.122953366,4.231923272,5.169034618,4.905532134
3.659297345,3.982305039,3.655232422,3.859730422,3.31064447,3.322003419
3.659297345,3.774211746,3.366485151,4.341695053,4.644719466,4.829429485
3.659297345,3.941134107,3.854679845,3.765757669,3.807506047,3.664943505
3.659297345,3.927539559,3.734179386,3.214398624,3.193350371,2.914589333
3.659297345,3.971178836,4.049632034,4.140778286,4.651218138,4.755862825
3.659297345,3.447874556,3.097797936,3.445498627,2.558556838,2.471300971
3.659297345,3.800734042,3.585422173,3.45550303,3.073433908,2.908673124
3.659297345,4.536864953,4.408887644,4.934064522,4.737956371,4.300638339
3.659297345,4.340378815,4.644170454,3.406810445,3.981597589,3.849722069
3.659297345,2.915091077,3.140917659,5.159695573,5.660541703,5.732593199
3.659297345,3.539588723,3.558878697,4.063806632,4.507264789,4.470704248
3.659297345,3.75473395,3.667252184,2.807200328,2.419225859,2.95956825
3.659297345,4.005316826,3.953364575,4.660518185,5.017277093,4.990294734
3.659297345,4.054589685,3.930595609,2.195679451,2.755755422,2.609565588
3.659297345,3.461611581,3.323887104,2.702633349,1.9398475,1.921786288
3.659297345,2.928345498,3.267691424,3.442892784,3.575635543,3.547279483
3.659297345,2.495487611,2.437662564,2.373436768,3.012702053,2.940231502
3.659297345,3.393380919,3.364133822,3.352424831,2.985028774,2.699292473
3.659297345,4.066739747,4.18243524,4.227815203,3.595194296,3.719097262
3.659297345,4.218414659,4.552515074,3.958089983,3.425254208,3.446846211
3.659297345,4.062543301,4.111329414,4.71385991,5.220791044,4.875348089
3.659297345,2.932252639,2.860151634,4.466645433,4.095022836,3.903195528
3.659297345,4.287330571,4.030762138,3.819402557,3.537224698,3.375796243
3.659297345,2.960304038,3.385407784,3.74215119,3.201421995,3.425923427
3.659297345,3.422485095,3.378960617,5.163425434,4.473215597,4.565245899
3.659297345,3.598424915,3.78598658,3.803556621,4.222373864,4.013999876
3.659297345,4.055867825,4.12576156,4.241162004,4.072977726,4.225781097
3.659297345,3.580757751,3.56152839,4.21959374,3.953668308,3.9834388
3.659297345,4.130570844,4.274675873,4.255548632,4.437880481,4.468716797
3.659297345,3.080631913,2.937132083,2.769245962,2.193636407,2.31462518
3.659297345,3.209533532,3.350059954,3.5880075,3.673428117,3.291634507
3.659297345,3.25848845,3.520479223,2.823086992,3.011224038,2.583503455
3.659297345,3.715837428,3.536491016,2.931154022,2.48210165,2.389942688
3.659297345,4.548687179,4.14721337,4.27535348,4.182024647,4.332504797
3.659297345,3.462289647,3.571754425,2.733787307,3.227786581,3.120659325
3.659297345,3.705794751,3.667620891,4.045925883,4.432266195,3.837076623
3.659297345,3.349811233,3.457994219,3.826831619,3.683294245,3.54434034
3.659297345,3.983630465,4.021434648,5.241447897,5.430898186,5.270802377
3.659297345,3.357988908,3.190533666,4.359523217,4.208714211,4.336305129
3.659297345,3.81138917,3.537766915,3.464444183,4.5770687,4.800802727
3.659297345,3.084131288,3.113537998,2.245042382,2.87630231,2.755392435
3.659297345,2.639589774,2.84006778,3.502276631,3.391461023,2.801394815
3.659297345,4.108604066,4.161734597,5.199951389,4.486800793,4.307856602
3.659297345,2.920130573,3.014143115,4.283449077,4.046284384,4.180462239
3.659297345,3.399328477,3.413964764,4.064654273,4.431455958,4.428123112
3.659297345,3.536744427,3.839046682,3.045099923,2.568990669,2.636894459
3.659297345,3.08058418,3.010604921,3.882618737,4.347891344,4.554698603
3.659297345,4.10602777,3.974130403,3.141025107,3.032975965,3.245859859
3.659297345,3.380260197,3.623425467,3.199863743,3.46707658,3.553293923
3.659297345,3.893132187,3.654091944,1.599787181,2.02986443,1.899287917
3.659297345,3.095738981,2.96555941,2.561104151,2.799829922,2.767622584
3.659297345,4.441895032,4.229029061,3.483376314,4.124104738,3.904065383
3.659297345,5.493147067,5.401425493,5.356312417,5.268535898,5.253385867
3.659297345,2.952081491,3.03696519,3.015969093,2.601241371,2.035942146
3.659297345,3.825243991,3.865373642,2.786173096,2.455428541,2.278866838
3.659297345,3.178844881,3.041410194,4.38830809,5.077435405,5.446296092
3.659297345,2.408079489,2.505162707,1.561849205,1.449000711,1.380527811
3.659297345,3.143232976,3.375906377,4.162318484,4.024185191,4.38137171
3.659297345,3.21369251,2.790459624,3.569729115,3.983654841,4.195492098
3.659297345,2.935444426,3.037472568,4.138886608,4.825414319,4.490324609
3.659297345,4.979320201,4.96574654,5.921245411,5.49703645,5.093645003
3.659297345,3.561324407,3.861409972,3.913479461,3.779272963,3.782419907
3.659297345,4.722490191,4.492081164,4.2661541,3.947225505,3.671206449
3.659297345,2.039025918,2.451571176,2.726060157,1.744635435,1.942654046
3.659297345,2.357825956,2.546428817,1.986669451,2.775271656,2.580204696
3.659297345,3.692311149,3.894621357,4.673431973,3.727543939,4.232733083
3.659297345,2.309341901,2.573684594,3.214420433,3.027578989,3.435935042
3.659297345,3.873616126,3.928509,4.941169684,5.146440142,5.082233513
3.659297345,3.445401237,3.404959235,3.530608941,3.196303179,3.278548304
3.659297345,2.561455104,2.58734007,1.696041884,1.766118495,1.534715008
3.659297345,3.83915805,3.72593849,3.881345238,4.320850814,4.005045179
3.659297345,3.519285043,3.796092414,2.456729802,2.355527897,2.271276451
3.659297345,3.809671074,3.917401166,5.46044767,5.115841762,4.842358626
3.659297345,4.094281805,3.970849753,4.100833445,4.917895938,4.767886454
3.659297345,2.996825309,3.25653475,3.794005066,3.585800716,3.287699979
3.659297345,1.737037721,1.511123641,2.949461622,3.475725903,3.467839932
3.659297345,4.225198575,4.372115713,2.417349067,1.397122088,1.144223818
3.659297345,3.708139946,3.647885422,3.505695351,3.259258074,3.688362208
3.659297345,2.672561864,2.576439873,2.650317792,3.136686443,3.000566176
3.659297345,3.981199019,3.968826262,3.821107208,3.079331202,2.983672973
3.659297345,3.77224589,3.718369968,4.921574482,5.667774639,5.667308926
3.659297345,3.387279794,3.268855337,3.590724978,2.895915354,3.105271237
3.659297345,2.251168061,2.519680433,3.6594024,4.273430489,4.240508401
3.659297345,3.387198743,3.240929513,3.695480067,4.044578639,3.998476355
3.659297345,3.483640025,3.636516438,4.027524336,4.113808308,3.985976922
3.659297345,3.468456469,3.564092196,3.497175569,3.886939275,4.224160331
3.659297345,3.735288341,3.828368965,4.169901128,4.246156354,4.550392264
3.659297345,2.976052068,3.072456312,3.819394646,3.457867481,3.517472165
3.659297345,4.04137763,4.054402547,3.52838662,3.513110804,3.640394986
3.659297345,3.531663254,3.386033727,2.88735,2.85183653,3.171162186
3.659297345,3.388469299,3.87341062,4.990149866,5.633205564,5.738587475
3.659297345,3.871386642,3.846496179,4.743113254,4.963201216,5.261013627
3.659297345,3.962745186,4.222580021,3.516056371,3.659029059,3.864835386
3.659297345,3.896771314,4.087609761,5.019510262,4.393383288,4.502855239
3.659297345,4.17649867,4.384395496,4.606009781,4.076557186,4.024589039
3.659297345,3.667692663,3.896029926,4.476363262,4.314779251,3.86968549
3.659297345,4.22051875,3.971970044,5.338479014,5.683435221,5.931665137
3.659297345,2.608687136,2.381679868,0.919933784,0.346770225,0.211679824
3.659297345,4.016422948,3.954124141,4.540079065,4.841295475,4.806522337
3.659297345,3.463301833,3.494937798,3.930864943,4.013719936,3.770193191
3.659297345,4.019944427,3.968016591,4.775979262,4.308591733,4.14584778
3.659297345,4.213126791,3.965686724,3.152717314,3.011588098,2.64184064
3.659297345,4.057451877,3.781600108,4.249152965,3.982064394,4.123893482
3.659297345,4.028603209,3.753479687,4.03700147,3.652777322,3.696776119
3.659297345,3.13282276,3.240780985,3.905156387,3.420372616,3.91640381
3.659297345,2.642319847,2.595899539,2.32451334,1.871290803,1.842828123
3.659297345,3.85734013,3.672184262,4.361022631,4.160243154,4.290305541
3.659297345,3.265643441,3.454668224,4.756924945,4.157092552,4.424464361
3.659297345,3.927093608,4.175442106,2.15759304,1.343060246,0.848825547
3.659297345,3.662880123,3.294616515,2.42173438,2.563021321,2.572982054
3.659297345,4.392502807,4.452662495,4.193522761,3.626615786,3.458591609
3.659297345,2.866859974,2.626256269,1.977194499,2.220570742,2.574479298
3.659297345,3.262317031,3.367382841,1.833363798,2.247143593,1.963282179
3.659297345,3.049079138,2.847489269,4.098437021,4.57736526,4.657364943
3.659297345,3.035045209,3.014637781,3.916265366,3.332787331,3.562614404
3.659297345,2.729279594,3.057014681,2.763321577,3.155499628,3.097257141
3.659297345,4.008725011,3.833488982,2.702466532,2.466491987,2.573604643
3.659297345,3.38738261,3.586937678,3.514941354,2.77425808,2.878297963
3.659297345,4.25630122,4.201010282,4.163649848,4.371430188,4.502640353
3.659297345,2.944951766,2.892069444,3.904657872,3.757924038,3.405314845
3.659297345,2.781086493,2.522586851,2.935373278,2.477217947,3.033956853
3.659297345,3.247800798,3.546213175,3.051261347,2.417746773,2.573576121
3.659297345,4.38429973,4.154901346,3.510349878,3.703641518,3.697114517
3.659297345,2.384419196,2.569641719,4.240517726,4.308093043,4.386357842
3.659297345,4.00097261,3.838246027,4.748699016,4.629816344,4.547216124
3.659297345,5.038546439,5.120781915,4.407016486,4.922047319,4.959198315
3.659297345,4.089295665,3.673871312,3.768983366,4.112644737,4.159052998
3.659297345,4.024469188,3.924342576,4.588919485,4.819562873,4.910739348
3.659297345,4.255402411,3.996158847,2.281085044,1.685006862,1.830683047
3.659297345,4.036737468,3.825589767,4.748811234,5.134919011,4.934191002
3.659297345,5.474675184,5.459612678,5.676747712,5.430920581,5.40592198
3.659297345,3.581508239,3.75490281,2.797577727,4.258412042,4.20073783
3.659297345,2.543132453,2.672900233,2.737569787,2.880972171,2.984708098
3.659297345,3.370545125,3.26258431,2.8997323,2.833728669,2.624035224
3.659297345,3.238322921,3.449733729,3.555270958,3.472464868,3.55681967
3.659297345,4.690068059,5.036479287,4.726999362,4.606076872,5.082000526
3.659297345,4.016570094,4.022161603,4.794349185,4.596855533,4.677990165
3.659297345,4.991595597,4.715876764,3.983731786,4.364432381,3.904312798
3.659297345,3.132373397,3.385646202,4.47652998,4.357151079,4.189944113
3.659297345,4.536393518,4.524708888,4.809743823,5.139851156,4.898372174
3.659297345,3.558508094,3.434747077,4.360819047,3.857944223,3.668123456
3.659297345,4.65676314,4.621095716,5.812540864,5.663705358,5.972479238
3.659297345,3.837709702,3.704950973,3.700423883,4.205850925,4.225787331
3.659297345,4.349476053,4.334383167,2.302190752,1.998422323,2.137319177
3.659297345,3.765827541,3.883718207,3.396181923,3.953693664,3.646378912
3.659297345,4.208628619,4.111013371,3.207619489,2.636558478,2.901820738
3.659297345,3.452157894,3.564048374,4.960673898,4.263870134,4.107286599
3.659297345,4.104353742,3.928620301,3.147462471,3.138375557,3.481904992
3.659297345,3.249695492,3.141030104,2.145783773,2.000984716,1.71443291
3.659297345,3.667703222,3.663488972,4.78827851,4.781854557,4.79240796
3.659297345,2.439171346,2.737009656,2.194850937,2.690954867,2.722349118
3.659297345,3.764598711,4.05638737,4.488872623,4.448992363,4.163730464
3.659297345,4.295821781,4.023780246,4.537081852,4.460664727,3.947643008
3.659297345,3.666070541,3.688917125,4.464398729,3.79623731,3.604120859
3.659297345,5.022571082,5.002907814,5.156962393,4.991761392,4.932916797
3.659297345,4.047566958,3.903395295,3.365714074,3.208164282,3.24674678
3.659297345,3.484306159,3.693060442,4.02256697,3.522050289,3.493985719
3.659297345,3.328811745,3.050650197,2.91912274,3.232379296,3.470398991
3.659297345,2.300893388,2.342367331,2.951522018,2.406412769,2.408087064
3.659297345,3.170122883,3.231659022,4.027381305,4.332119508,4.610455761
3.659297345,4.068260018,4.157038762,5.203890913,4.978426098,5.019960942
3.659297345,3.267908957,3.30882652,4.145891251,4.171593793,4.27043516
3.659297345,3.303970252,3.307204088,1.622738442,2.043545718,1.763301767
3.659297345,3.21158184,3.287128323,4.232237837,4.898250892,5.090012587
3.659297345,4.110067476,3.788942311,3.184917833,3.738621277,3.82961204
3.659297345,4.610348605,4.165458494,3.801077877,3.851993651,4.250647081
3.659297345,3.784520607,3.430417425,1.970060371,1.933729355,2.059515963
3.659297345,3.431566816,3.742147448,4.080528281,3.596557228,3.702513912
3.659297345,4.108725819,4.162517081,4.662947407,4.836682046,4.914303254
3.659297345,2.835958051,2.704075127,3.152693712,3.874263609,4.014607845
3.659297345,4.17876431,4.209630604,3.890830757,3.893710106,3.68736756
3.659297345,4.382122142,4.320004032,3.882316735,3.436978226,3.628916857
3.659297345,2.318014785,2.365956986,-0.059984563,-0.003275745,0.225456498
3.659297345,3.659370692,3.590441558,3.049535846,3.513951832,3.429533079
3.659297345,3.560568756,3.546083164,4.875242033,4.910830556,5.09395725
3.659297345,2.926415001,2.461592089,0.447029388,1.347900809,1.655675232
3.659297345,3.822355765,3.867515051,3.796526791,4.349359997,4.112495269
3.659297345,3.408693655,3.482400383,2.43331949,3.380125767,3.45419183
3.659297345,3.238067975,3.441684942,3.66344664,3.881622939,3.694842196
3.659297345,3.376294691,3.520192407,4.376003455,3.961477747,4.122198241
3.659297345,3.129444771,3.496417289,3.643842969,4.135829646,3.925203532
3.659297345,3.405667738,3.600773964,4.558307054,4.937295878,4.738857612
3.659297345,4.316787803,4.156710125,3.773473294,3.368572729,3.654824578
3.659297345,2.864988313,2.83836421,1.571461763,1.140491404,1.53225952
3.659297345,3.984586444,4.083038455,5.072156608,4.852819086,5.117164213
3.659297345,3.48669487,3.905612112,2.512764703,2.725326459,2.749459613
3.659297345,4.337226276,4.005967475,5.566142894,5.113803278,5.247401359
3.659297345,1.680434333,2.014128415,1.415560765,1.39454649,1.160150954
3.659297345,2.743118642,2.919239183,3.5987995,4.343625341,4.046070173
3.659297345,3.77275467,3.84741485,3.910649419,3.971980603,3.729721803
3.659297345,4.873632311,5.066022715,4.746690221,4.586297248,4.473549199
3.659297345,3.420825777,3.297923622,3.479257344,3.699310001,3.826477081
3.659297345,4.248899787,4.022594493,4.721643256,4.768237284,4.982731028
3.659297345,4.181725056,4.243657621,2.016403129,2.640035367,2.197053246
3.659297345,3.076022675,3.09603519,2.477266997,2.683152487,2.383268417
3.659297345,2.892204279,3.182093259,3.2374302,3.451994141,3.583031123
3.659297345,3.203103122,3.030662671,1.700718554,2.057221596,1.918685923
3.659297345,3.071841765,3.079350804,4.316827392,3.775016302,3.714898844
3.659297345,3.314781273,3.083662536,4.309521073,5.312199417,4.808273968
3.659297345,4.30771852,4.281934649,4.571144588,3.901320379,3.753297831
3.659297345,4.368453574,4.425319144,3.914437959,3.889341485,3.719024076
3.659297345,3.274462638,3.387147126,4.114785091,3.15926982,3.171750077
3.659297345,3.986510418,4.179360223,4.541900591,4.236929466,3.814121558
3.659297345,4.361682923,4.001787763,4.533739978,4.475717952,4.632984974
3.659297345,3.915198473,3.515202989,3.167612768,3.987465752,3.777740322
3.659297345,2.839027942,2.829400225,3.24077832,3.834301789,3.941216044
3.659297345,4.233012569,4.386782426,3.820829088,3.332404148,3.507408131
3.659297345,4.096053623,3.999419032,3.926472507,4.410945492,4.631499192
3.659297345,3.82722896,3.724589437,2.699858477,2.822030561,2.893056536
3.659297345,2.776324478,2.94646701,2.637556679,2.850190645,3.163011047
3.659297345,2.926583509,2.87183387,2.559881353,1.988011638,1.709114637
3.659297345,2.678938635,3.058837906,1.755180351,1.31960835,1.227183894
3.659297345,2.81116917,2.767734423,2.934709445,3.65720224,3.543723422
3.659297345,3.254265814,3.297327709,2.045969036,2.140412358,1.81091709
