P_1_6,P_2_6,P_3_6,P_4_6,P_5_6,P_6_6
3.659297345,2.951404076,3.202817761,3.308304193,2.046689746,2.178794158
3.659297345,3.092176327,2.9607534,3.090294605,2.523657559,2.659511478
3.659297345,3.311129028,3.246706854,4.3594329,2.842007938,2.914073547
3.659297345,3.837504058,3.925186132,2.783773487,2.971262355,3.093789012
3.659297345,4.143272552,4.04841375,3.818945656,3.797578429,3.690503133
3.659297345,4.128899297,4.049037259,4.169565819,3.853499876,3.570147091
3.659297345,3.142677901,3.24065156,4.859770127,5.038987683,5.151945754
3.659297345,3.106179256,3.197891557,2.573927789,2.750368048,2.406756326
3.659297345,2.979031761,2.767008294,3.408182298,3.223199618,3.055926224
3.659297345,4.146153248,4.129330343,4.670860375,4.583794966,4.880355449
3.659297345,3.241695308,3.375602595,3.464423969,2.994199023,3.200816587
3.659297345,3.997459727,3.730100597,3.651843204,3.937716782,3.790860074
3.659297345,3.0121976,2.85570488,2.350336945,2.360598624,2.556586595
3.659297345,2.976919271,3.390413276,2.938360695,3.165605737,3.369496648
3.659297345,2.358736374,2.158297658,2.22344679,1.528697912,1.034158594
3.659297345,3.838598473,3.702011007,4.469565046,4.353611062,4.527388646
3.659297345,4.616552413,4.520869065,4.409247705,4.597442361,4.622439558
3.659297345,3.989540918,3.941668621,4.247836263,4.715754705,5.015836471
3.659297345,5.045453536,4.717073529,4.519919873,4.420866725,4.596491459
3.659297345,3.025812793,2.857251571,2.988019846,2.46020549,2.527379481
3.659297345,3.791787841,3.832654139,3.070717994,1.456794635,1.780313596
3.659297345,3.142464471,3.171909267,2.994007757,3.706255432,3.83924246
3.659297345,2.989175307,3.264593683,2.007982298,2.265155666,1.940016238
3.659297345,3.306315127,3.295813528,5.113764887,5.679875041,5.746609302
3.659297345,5.245442261,5.111630845,5.412155824,5.498478639,5.439106041
3.659297345,3.51654061,3.478553514,3.090976928,1.975846614,1.68110464
3.659297345,3.297547686,2.970031716,3.279662779,3.418746614,3.816405501
3.659297345,4.634948846,4.523523395,4.921153978,4.930935149,4.982397524
3.659297345,4.60472634,4.649663714,4.804899119,5.170796485,4.850833102
3.659297345,3.173369742,3.413404018,3.485506964,3.969104374,3.726338798
3.659297345,4.418854056,4.622003891,4.690247099,4.638158109,4.55465483
3.659297345,4.689694827,4.816928208,5.676640165,5.156002544,4.992623235
3.659297345,3.933097475,3.894028258,2.828985338,3.195131294,3.44455036
3.659297345,2.862977102,2.513512703,3.811955808,3.626904755,3.921771171
3.659297345,3.812078928,3.633347183,3.462501331,4.123591316,4.143475269
3.659297345,2.516425173,2.917020403,1.977423471,0.859785351,1.346936959
3.659297345,2.969558334,2.856065146,2.792536313,2.322380056,2.052620095
3.659297345,3.991920973,3.755181361,3.856397114,4.025713437,3.955175497
3.659297345,3.835519901,3.84982479,3.392342115,4.045803328,3.653299606
3.659297345,4.338801419,4.275586662,3.972881437,3.417419801,3.065055369
3.659297345,3.009349282,2.726823886,3.832526227,3.892468322,4.039968453
3.659297345,2.649817465,2.810436825,1.695926522,1.683280303,1.28358613
3.659297345,2.86400149,2.768448953,3.809257153,2.997682458,3.078223694
3.659297345,5.091784933,5.034923603,6.120186765,6.487506173,6.094886301
3.659297345,3.238817152,3.121252572,2.471996923,3.548347657,3.586122798
3.659297345,5.612840607,5.181474677,6.186333648,6.330973803,6.44906819
3.659297345,5.126089285,5.305402064,5.345479575,5.570511502,5.360751378
3.659297345,3.560460353,3.444390608,3.213594538,3.743726333,3.637016332
3.659297345,3.902518155,4.017890027,2.446719582,2.222307971,2.734732325
3.659297345,3.658215866,3.531192067,4.20144093,4.191244683,4.262566015
3.659297345,4.034574414,4.012206664,5.553096283,5.63996735,6.149082631
3.659297345,4.681352673,4.513515048,3.868198495,3.285484442,3.17451061
3.659297345,3.086694167,3.061074135,3.713830789,2.413451144,2.478869831
3.659297345,4.312051734,4.278438515,3.406406338,3.191276568,3.108591864
3.659297345,3.575081579,3.72385602,3.527801537,3.324647029,2.963351868
3.659297345,2.79441245,2.758551318,3.239267518,3.332416421,3.000736856
3.659297345,3.672585056,3.584671719,4.150671356,3.704870911,3.681672071
3.659297345,4.069528748,4.174092726,3.672625534,4.349855479,4.454610555
3.659297345,2.746365716,2.774372815,2.864517919,2.356352707,2.588347536
3.659297345,3.475597059,3.143003254,4.116991387,3.546376065,3.171674881
3.659297345,4.338399017,4.18907304,4.971910794,4.938008478,4.207388147
3.659297345,3.55386648,3.701995718,3.812749729,3.879790356,3.992607089
3.659297345,4.070139402,4.117718753,4.156275562,4.051856127,3.818603322
3.659297345,3.388674409,3.370136917,3.46020219,3.690368563,3.08853721
3.659297345,4.617259435,4.422257445,3.741468537,3.401897848,3.635165382
3.659297345,3.788393249,3.658577509,3.234572224,3.341483344,3.178373677
3.659297345,4.190032859,3.986743566,3.480279631,3.887333028,3.693968319
3.659297345,4.724748651,4.490713866,5.065902123,5.541718172,5.181167004
3.659297345,3.563667483,3.903469875,2.353020315,2.651046034,2.626115408
3.659297345,2.378814966,2.420251893,4.48548564,3.883214133,4.375880358
3.659297345,3.012037558,3.229109506,4.470300454,5.40569257,5.511929183
3.659297345,3.761933081,3.735713135,3.177909438,3.192137183,2.757004407
3.659297345,4.631414277,4.401483196,5.075921103,4.558918514,4.624286734
3.659297345,3.600437099,3.397316841,2.182424164,2.609691096,2.832487336
3.659297345,4.193521741,4.442273925,4.193369535,4.187947114,3.835495375
3.659297345,3.879742097,3.655636206,3.045113837,3.958938576,4.12096044
3.659297345,2.924894841,2.975537644,2.706953458,1.999234903,1.69330318
3.659297345,2.51498469,2.556204475,2.002697198,1.68852153,1.428451804
3.659297345,4.313431648,4.238098649,5.481050487,5.665930839,5.830807173
3.659297345,4.207996193,4.2059902,3.927091082,4.357829381,4.279589706
3.659297345,4.247238146,4.042731077,2.352279924,1.696281349,1.877021395
3.659297345,3.888256427,4.016096261,4.284138265,3.696940682,3.696220784
3.659297345,4.130761039,3.959010667,4.789434799,4.681002718,4.636208952
3.659297345,4.089539963,3.943766319,5.009207524,4.95598511,4.581346886
3.659297345,3.516478671,3.526322134,3.678251671,3.354179137,3.338769498
3.659297345,3.139275551,3.17417311,3.699416385,3.514248347,3.526102521
3.659297345,3.233483284,3.187405033,3.992865225,3.576655536,3.553123432
3.659297345,3.313689329,3.478837745,3.013766741,3.426895892,3.660116273
3.659297345,1.999758062,1.98544956,1.348027382,1.56275077,1.670116425
3.659297345,4.63781596,4.384060929,3.902456301,3.779012579,4.04778509
3.659297345,3.693431078,3.650653553,4.584856334,4.444169809,4.56519874
3.659297345,3.976973731,4.180638385,5.579404604,4.73947964,4.842074918
3.659297345,3.556874889,3.528871665,4.921207928,4.238186883,4.378034507
3.659297345,1.80394389,1.907739448,3.683487025,3.815702653,3.515966757
3.659297345,4.819546398,4.778410466,4.042348647,4.369370761,4.371567984
3.659297345,3.667954102,3.555072772,3.606041057,3.673906007,3.626284918
3.659297345,3.614342134,3.497874717,5.28622376,5.407649847,5.380432311
3.659297345,3.124828171,3.302933766,3.662697044,3.674798994,3.556852293
3.659297345,4.121071864,3.821219768,4.323355262,4.652588443,4.221711243
3.659297345,4.261359667,4.247011374,3.796198565,4.227357239,4.034289648
3.659297345,4.354688744,4.250422693,4.310231517,4.175568252,4.047815934
3.659297345,4.36369764,4.586768028,6.356837706,6.232062485,6.382971022
3.659297345,3.650498122,3.915797129,3.785543513,4.238908252,3.989649843
3.659297345,4.482968585,4.046779853,4.133105408,3.763288776,3.879327416
3.659297345,4.183651391,4.19753054,4.871574776,4.847800362,4.618108334
3.659297345,3.935046633,3.419137584,3.233042903,3.14012503,3.445345528
3.659297345,3.84279053,3.614158147,3.171357402,2.373222772,2.688593336
3.659297345,3.861143368,3.997489653,3.620738196,3.64684458,3.793180237
3.659297345,3.129013053,2.704922023,2.826591691,2.591086774,2.55123124
3.659297345,3.535639564,3.554735331,3.543425758,3.503717575,3.328978991
3.659297345,3.937476918,3.498993543,3.709623614,4.493957849,4.503194392
3.659297345,2.911437835,2.829338228,3.600497609,3.804036932,3.938447757
3.659297345,3.642617867,3.346687766,3.266338003,3.600351244,3.51342911
3.659297345,3.113214819,3.280389918,3.906181404,4.981655073,5.034650702
3.659297345,2.716937247,2.938256787,2.326713782,1.397390862,1.370631147
3.659297345,2.826835592,3.060763355,2.287581662,2.599453859,2.807194542
3.659297345,3.85267875,4.10219605,4.562956796,4.356412229,4.350233872
3.659297345,2.440367138,2.585170516,2.598212185,2.936028086,3.194620607
3.659297345,3.553525015,3.325018677,4.896994902,4.78086423,4.553983889
3.659297345,3.929106917,3.881396806,3.880296235,3.671745876,3.683647518
3.659297345,3.331629001,3.325794305,3.80286446,3.936195896,4.031099971
3.659297345,3.803503273,3.702962977,3.434265392,2.627065618,2.223670633
3.659297345,3.065163049,3.156576829,4.484259868,4.454168106,4.479336285
3.659297345,4.459683345,4.353274158,5.102514435,5.402718634,5.348372463
3.659297345,2.923764763,2.962533767,2.831358957,3.452797794,3.312407882
3.659297345,4.76021723,4.986527716,5.674772167,5.759805244,5.637924016
3.659297345,3.343004919,3.506499734,2.177911729,2.216477438,2.247364229
3.659297345,4.324573227,4.604652496,3.965143021,4.476467409,4.231998883
3.659297345,3.441795037,3.469076158,3.433658748,3.084844351,2.905959433
3.659297345,3.44904071,3.741309092,2.673787672,2.955515753,2.978947732
3.659297345,3.791010026,3.871391931,3.412738906,3.457783783,3.455976038
3.659297345,3.355983657,3.282963864,3.773659624,4.58472045,4.240137541
3.659297345,5.386779221,5.59676147,4.728844276,4.746432742,4.839885942
3.659297345,4.544348174,4.184595406,3.88923574,3.483948895,3.300607776
3.659297345,3.805674377,3.797661951,4.411689504,4.477996701,4.656266278
3.659297345,3.233057437,3.169513242,3.186980664,3.677696994,3.782121895
3.659297345,3.088837791,2.916631577,2.558367801,2.295051756,2.795941966
3.659297345,3.62947504,3.625109093,3.354962091,3.883941886,4.177555587
3.659297345,3.192800401,3.072112577,2.449826527,1.906338927,2.057026713
3.659297345,5.015297118,4.985215419,5.513412275,5.36522371,5.405434674
3.659297345,4.611216615,4.363797265,3.605095687,4.372021268,4.33512101
3.659297345,4.153194311,3.847688236,4.455585511,4.350948987,4.479745915
3.659297345,3.546725698,3.533245093,3.290995853,3.627257492,3.322771417
3.659297345,4.284687819,4.147408481,3.232364398,3.196324321,3.592701078
3.659297345,3.450058843,3.647253996,2.855033994,2.683179213,3.081835483
3.659297345,4.717468452,4.749027398,5.073372805,5.407623203,5.239551046
3.659297345,3.165008093,3.088848908,3.500270685,3.345168625,2.881573088
3.659297345,4.509956289,4.287530155,3.496228771,3.58518343,3.602765582
3.659297345,3.790708299,3.660984024,2.638544665,2.295248781,2.749181982
3.659297345,2.904189902,3.027752362,3.531334549,3.901930864,4.029763402
3.659297345,3.660341332,4.063457798,4.229472964,3.813214846,4.235020763
3.659297345,4.181063628,4.595047712,4.342087852,4.383978698,4.854569697
3.659297345,4.262476633,4.0418216,4.642160966,4.615210223,4.4594365
3.659297345,2.736407363,2.699348801,3.767991933,3.618538089,3.891945474
3.659297345,4.497564704,4.645256135,4.592664078,5.06851062,5.297806628
3.659297345,2.769088262,2.48235856,0.727716635,0.704483057,0.732852757
3.659297345,3.834550554,3.997931594,2.729891296,2.947710613,2.859273283
3.659297345,3.785230573,3.803606611,3.982966014,3.571423367,3.754974305
3.659297345,4.135457121,3.90762681,2.831227522,2.535087823,2.17687257
3.659297345,4.414804271,4.63829757,3.502913965,2.501987649,2.333446675
3.659297345,3.042977188,3.138750823,4.960891228,4.803986181,4.770429162
3.659297345,3.222009686,3.398364859,3.203397046,2.040202036,1.892234945
3.659297345,3.447453388,3.484851891,2.58957501,2.53541997,2.675725693
3.659297345,3.551481683,3.654878846,4.479549858,5.202270009,4.981230661
3.659297345,4.947857844,4.581019277,6.02334782,5.904236125,5.419886844
3.659297345,4.51394533,4.322238233,4.92588736,4.26383297,4.098055183
3.659297345,3.295711637,3.112050401,3.800155947,3.810888059,4.080051105
3.659297345,4.071191417,3.958701175,2.835850682,2.892624376,2.751391848
3.659297345,3.778215891,3.931392628,2.725308255,3.534894039,3.595608648
3.659297345,3.413324134,3.467862798,2.204198604,1.846593962,1.959252162
3.659297345,3.328189337,3.458664178,3.960855295,3.805507219,4.183209824
3.659297345,3.881416839,3.927077244,4.369544696,3.894862864,3.628830222
3.659297345,3.703971446,3.80677849,4.485435699,4.697830026,4.858488173
3.659297345,4.354674102,4.39147515,2.613757011,2.905930608,2.9997346
3.659297345,3.460824804,3.270280338,2.830954342,3.301227791,3.221460734
3.659297345,3.82631709,3.771183145,3.154648149,3.324651981,2.747108881
3.659297345,3.211522568,3.162651797,3.633096788,3.765366018,3.522178634
3.659297345,3.657950617,3.833930879,5.471042827,4.889302045,4.851518535
3.659297345,3.533456957,3.720566977,2.486708155,3.244906143,3.156912521
3.659297345,4.544318534,4.777573557,3.3054658,3.733858135,3.837418326
3.659297345,4.380001653,4.18314801,3.850378093,4.39761467,4.52858317
3.659297345,3.10468417,3.202652446,3.644865767,3.060394257,2.748059364
3.659297345,2.95688028,3.307054934,4.420242503,3.944835591,3.733973789
3.659297345,4.404145187,4.040042393,4.048516126,4.037597066,3.883383011
3.659297345,3.710209551,3.801780478,5.484319617,5.733278499,5.57594656
3.659297345,3.8766876,3.999960134,3.668661531,4.809400035,4.652345526
3.659297345,3.952394143,4.135307129,4.552614461,5.136406378,4.85601885
3.659297345,2.937759434,2.955465662,2.12717341,2.303345611,2.444730001
3.659297345,3.696619431,3.793637846,3.618343353,3.836851453,3.768053575
3.659297345,3.475656618,3.476639981,3.35975486,3.116572771,2.989682667
3.659297345,3.626171702,3.835993719,4.470641844,3.435180806,2.950985776
3.659297345,3.486743865,3.637555309,4.405872953,4.216439203,4.197851138
3.659297345,2.97373266,3.148508864,4.731118837,5.90494008,5.713945546
3.659297345,3.664106068,3.40843846,1.916683234,2.314323537,1.945893151
3.659297345,3.529671484,3.422209901,4.566048369,3.611990181,3.569124198
3.659297345,4.839101262,4.903155717,5.05116619,4.954461429,4.884369111
3.659297345,4.083716164,3.965542961,4.274764659,4.654103884,4.481776853
3.659297345,4.046153844,3.904450989,4.250882211,4.20849188,4.217832115
3.659297345,3.943982125,4.024308126,4.592156656,5.080986164,5.150636732
3.659297345,5.023408182,4.631688142,4.555577409,4.781116889,4.925015526
3.659297345,3.588851249,3.623615697,3.418613755,3.57939275,3.439045786
3.659297345,2.80026137,2.949738978,4.069902304,4.7728401,4.842654995
3.659297345,3.354724347,3.39605717,2.448332134,2.11275437,1.935306742
3.659297345,3.333960733,3.3090332,2.840591146,2.753953515,2.406504914
3.659297345,3.391903036,3.812708015,3.616109546,4.026706436,4.213574264
3.659297345,3.44589791,3.180092844,2.304509441,2.684384913,2.854349615
3.659297345,4.122645906,4.158999977,5.016112213,4.725875985,4.481577347
3.659297345,2.701633663,2.337980732,2.949195896,4.137543028,4.707522893
3.659297345,4.756096428,4.736591745,4.459254036,4.59869036,5.064809231
3.659297345,4.075223478,4.274699073,3.07245672,2.866931607,3.088277552
3.659297345,3.667558139,3.337347587,3.185037843,4.147977996,4.093559335
3.659297345,3.948304001,3.975302173,3.844402963,3.552496728,3.56880976
3.659297345,3.676551468,3.740176191,3.117108914,2.536960678,2.546792197
3.659297345,2.817215716,2.660322128,2.440075859,2.04980174,1.75247572
3.659297345,4.33020041,4.18615761,3.222139056,3.096691032,3.145740853
3.659297345,4.399308319,4.317160642,5.479131498,4.446645266,4.377344264
3.659297345,2.886971726,3.079439793,3.316530058,3.263512733,3.254710463
3.659297345,2.200091541,2.54151482,2.158785068,2.803175897,2.912868268
3.659297345,3.500743822,3.761143182,5.52660284,5.473021821,5.429356461
3.659297345,3.43242636,3.059131074,3.095721628,2.021320899,2.10309078
3.659297345,3.058463089,3.119082471,1.986849758,1.556519785,1.698428492
3.659297345,3.03146602,3.173013517,3.948261495,4.010021697,4.098241714
3.659297345,3.477226005,3.404974243,3.803937898,4.040164536,4.071173539
3.659297345,3.65049488,3.656271533,3.202689951,3.550683874,3.405315546
3.659297345,3.431660437,3.462323933,4.229883301,4.125986844,4.124299621
3.659297345,3.265267161,3.341612249,1.9784062,2.52777339,2.694385303
3.659297345,3.954249875,3.792782376,3.946928153,3.616032792,3.608106948
3.659297345,3.558690347,3.599461642,2.940010301,3.017732186,3.135681345
3.659297345,2.84421604,2.85882098,3.1409891,3.606477428,3.815597058
3.659297345,3.336424076,3.034310692,2.497284938,2.089505659,1.420371476
3.659297345,3.514287877,3.457341145,4.695083904,4.481060983,4.901974573
3.659297345,3.036762622,2.997482465,3.816531606,3.120282292,3.043901117
3.659297345,3.350090064,3.455119618,3.963318134,4.066795145,3.817463283
3.659297345,3.157464384,3.3949726,3.694142439,3.520534784,3.603541054
3.659297345,4.507556739,4.558027864,4.396436259,4.298180899,3.731611001
3.659297345,2.933580254,2.796116535,3.240790534,3.756542432,3.646495973
3.659297345,3.63618447,3.495429217,3.837729818,5.037441721,5.047016581
3.659297345,2.517795803,2.575330072,1.630150253,1.224169994,1.858945224
3.659297345,3.663926362,3.960390217,4.046470137,4.197973874,4.408763355
3.659297345,3.827358531,3.56253775,2.706444161,2.940619649,2.602485982
3.659297345,2.826602087,2.655513411,1.039473513,1.437994503,1.160202951
3.659297345,4.067963304,3.91312107,3.858290952,3.800497801,3.957072155
3.659297345,3.686863496,3.928031069,3.143027029,2.744072207,2.516832587
3.659297345,2.716585329,2.997877973,2.011009676,1.850605289,1.318352086
3.659297345,2.283880238,2.352463962,2.927875214,3.316548281,2.680660357
3.659297345,2.969960976,3.061553689,1.969336018,2.219225709,2.774309825
3.659297345,2.885682271,2.742319477,2.641583125,1.772351137,1.714415633
3.659297345,3.474346089,3.671468957,2.473864108,2.35239569,2.446596193
3.659297345,2.956680895,2.971697796,1.625965816,2.092544709,1.671753049
3.659297345,3.391735706,3.37226656,3.192230668,3.33651152,2.624973416
3.659297345,2.267966887,2.279051901,1.496583168,1.355933359,1.318815903
3.659297345,3.133168131,3.127659462,3.492046053,3.567234743,3.660640373
3.659297345,2.010395843,1.998142404,0.85147088,1.322447154,1.524091252
3.659297345,3.636339001,3.927106035,4.704154536,4.068540869,3.912885806
3.659297345,4.460127428,4.527409487,3.158570174,2.878916821,2.944057268
3.659297345,3.937363389,3.886658245,3.384973698,4.4621028,4.400782267
3.659297345,2.541838223,2.673811921,3.531671778,3.858260067,3.520410123
3.659297345,3.681339168,3.651438911,4.533542417,4.576441321,4.589650882
3.659297345,3.545255907,3.665931992,3.113083209,2.9180573,3.317214388
3.659297345,3.417650478,3.547438049,4.421936948,4.242450799,4.629189397
3.659297345,3.898636563,3.88150107,2.834283229,3.02146386,3.132379296
3.659297345,3.245940509,3.11718791,3.266404966,2.99244486,3.174944796
3.659297345,2.885473669,3.253843636,4.429672883,4.894776647,5.001707346
3.659297345,3.826214401,3.749108595,3.086905867,2.581715932,2.702923539
3.659297345,4.116446311,4.302682565,5.232706,5.087956401,4.834035161
3.659297345,3.263659895,3.643477835,4.36500613,4.047599905,3.798421739
3.659297345,3.5558201,3.689062011,3.720665162,3.683042106,3.644228589
3.659297345,4.132129617,4.152045106,4.088090542,4.065665872,4.483957781
3.659297345,4.696029607,4.60348897,5.334379457,5.546996536,5.859230384
3.659297345,4.23368492,4.012659371,3.55188953,3.625291796,3.787882622
3.659297345,2.149989321,2.227658643,3.183522845,3.337147655,3.381138087
3.659297345,3.241242306,3.360796284,5.426674278,4.806383451,4.910242303
3.659297345,2.161032333,2.735686428,4.271282953,4.268333839,4.789220542
3.659297345,4.203101596,3.907330149,5.077439974,5.003167821,5.015763301
3.659297345,3.296985791,3.337570654,3.813457327,3.983733149,3.828236582
3.659297345,2.477942808,2.215502516,2.008247652,2.983969732,2.914609405
3.659297345,3.938399026,3.883638382,3.979059998,4.354494668,4.240471833
3.659297345,2.802853596,2.858860145,3.088034363,2.944091961,3.120663123
3.659297345,3.17961013,2.965131264,3.120731735,3.225063865,3.15003894
3.659297345,4.086479956,4.085983718,4.608290196,4.680919098,4.71833214
3.659297345,3.518076833,3.549432609,3.897161939,3.654787844,3.949110538
3.659297345,3.108703671,3.002361894,3.395210974,3.611920403,3.457949602
3.659297345,4.050112109,4.083917826,4.42452672,4.498097184,4.607509719
3.659297345,2.672587237,2.787123889,2.850310117,2.627768569,2.781497626
3.659297345,3.770410805,3.501238236,3.69588392,3.861844227,4.050278977
3.659297345,2.392747821,2.751862979,6.042648234,6.084293186,6.217317516
3.659297345,3.165009108,2.780263851,3.278500504,2.887104788,2.574529029
3.659297345,3.991003294,4.009182566,3.104928474,2.602576295,2.64424387
3.659297345,3.554448661,3.387033311,3.904816054,4.080886995,4.29231439
3.659297345,3.388427311,3.787800476,2.126907685,2.397973814,2.136978884
3.659297345,3.387867086,3.333555625,4.009006786,4.001444396,3.890819292
3.659297345,3.488649358,3.678802931,1.732796595,1.597580177,1.714626581
3.659297345,2.343847176,2.612849822,2.7128146,3.518195754,3.633872398
3.659297345,3.253173074,3.374880851,4.403956387,4.286759533,4.288850494
3.659297345,2.859683293,2.928851785,2.213837921,2.085033169,1.898449571
3.659297345,2.723685172,2.821858374,3.844814101,4.406508841,4.075246938
3.659297345,5.079610238,5.109123805,4.490272017,5.399942491,5.308732611
3.659297345,3.822531253,3.666881084,4.271059817,4.388958878,4.518969549
3.659297345,3.319394933,3.461963649,4.536165202,3.800786886,4.111156148
3.659297345,4.922408179,4.573061562,4.655353139,4.371731749,4.650299513
3.659297345,3.572838972,3.315177761,1.94034973,2.03960729,2.147196179
3.659297345,3.539673517,3.345081495,5.141843002,5.557359543,5.550773623
3.659297345,4.600328487,4.580561848,3.381843257,3.181452895,3.436546344
3.659297345,3.998915271,3.902489246,3.577785767,3.768843082,4.246629653
3.659297345,3.690823769,3.539875138,4.169176491,4.136561011,4.23443698
3.659297345,4.205507907,4.185161015,6.310244082,6.547823138,6.997367911
3.659297345,3.142630139,3.302119341,3.865541074,3.841391425,4.064016514
3.659297345,3.869062967,3.862955811,2.510123505,2.27972057,2.333504823
3.659297345,4.787251807,4.592367028,4.13626347,4.757906228,4.735064892
3.659297345,4.103247957,4.088634086,3.509359522,4.141204077,3.8541793
3.659297345,2.30640229,2.418768472,2.153796097,2.201358569,1.938138082
3.659297345,3.521822508,3.437042742,4.896199192,4.284924517,3.944706288
3.659297345,3.178433886,3.095022023,3.964845278,3.06416861,2.883523433
3.659297345,3.494708023,3.701275047,3.799485187,4.212378266,4.282773794
3.659297345,3.990245991,3.93544764,3.809481919,3.440746999,3.618554863
3.659297345,3.490827029,3.809392036,3.827552145,3.418923395,3.630129413
3.659297345,2.654778638,2.60419711,1.938774053,0.593757726,0.438613438
3.659297345,3.975453271,3.935288251,3.86289834,3.206736692,2.877851301
3.659297345,2.647966127,2.727030756,3.611513364,3.259896317,3.132118536
3.659297345,2.924245958,2.805470285,3.125564178,2.945340417,2.75517612
3.659297345,3.333096059,3.482715447,1.891298541,3.082719132,3.408455531
3.659297345,3.525060495,3.788412793,3.524858737,3.757721974,3.848217029
3.659297345,4.149838497,4.287935075,3.495168826,3.72387439,4.172048459
3.659297345,3.110790139,3.471864255,3.865421693,3.404656509,3.723806988
3.659297345,3.299464314,3.275262597,4.195420542,4.342863998,4.390261828
3.659297345,3.522563302,3.337947433,4.115682016,3.864881223,3.133315262
3.659297345,4.326035341,3.981243337,4.819368963,4.052599008,4.226845889
3.659297345,3.536006659,3.673142168,2.961416743,2.856162901,2.408592609
3.659297345,3.761357848,3.792697169,4.355708842,4.358013872,4.449094785
3.659297345,2.116636036,2.397173965,1.84591852,1.49797573,2.155974601
3.659297345,3.585455262,3.611127145,4.033222129,4.231095571,4.064436116
3.659297345,3.317343701,3.428199511,3.557809722,3.316467588,3.443632723
3.659297345,3.666484804,4.000411112,4.977514965,5.38086975,5.623361996
3.659297345,3.367724508,3.27765015,4.157059717,4.340874205,3.949696816
3.659297345,4.111559056,4.517932727,3.312085163,3.719481043,3.935825629
3.659297345,3.378483689,2.966205538,3.594830671,2.84432832,2.72928273
3.659297345,3.542574189,3.747472459,5.10909659,5.318205726,5.222085636
3.659297345,3.842212521,3.925429511,2.41242895,1.635435869,1.733850646
3.659297345,3.801243467,3.691404809,3.731862914,4.267101578,4.218333764
3.659297345,2.82215661,2.851854582,2.940609709,2.802762563,2.716118276
3.659297345,2.373870328,2.418030478,3.450568263,3.97664515,3.771104761
3.659297345,3.45492854,3.123547548,4.013713073,2.980981538,3.125934855
3.659297345,4.376383556,4.421919261,4.662228993,4.871145088,4.661807433
3.659297345,4.705186249,4.667369662,4.224196069,4.565627679,4.295796626
3.659297345,4.581803873,4.499329349,4.917385146,4.843908315,4.895359227
3.659297345,4.791059316,4.899690768,5.250075681,5.368933745,5.064072517
3.659297345,3.519776922,3.249274214,1.447973575,1.567590023,1.766475004
3.659297345,3.360477146,3.817734091,3.081579688,2.090621586,2.34578494
3.659297345,3.391853347,3.503133468,3.185470724,3.220246096,3.149624206
3.659297345,3.47723891,3.495918497,3.993722116,4.527674658,4.779648457
3.659297345,3.074078407,2.888205267,3.638905237,4.054239003,4.223843986
3.659297345,3.68938484,3.744091027,3.254867306,2.926187024,2.727957338
3.659297345,3.647397981,3.608667122,1.848877906,2.234655631,2.505408883
3.659297345,4.4029049,4.353817116,3.378764303,2.361965034,2.423063323
3.659297345,3.348053799,3.115168409,4.454020685,3.665493771,4.074929575
3.659297345,4.295435385,4.204834575,4.635444152,4.351362404,4.414395913
3.659297345,5.305230691,5.092209307,4.962294716,5.145520076,4.949127807
3.659297345,4.640618432,4.685421936,4.972685698,4.544316744,4.637629148
3.659297345,4.100738277,4.058116039,3.841478167,3.85551436,3.81198555
3.659297345,4.207297358,3.797529751,4.116146842,4.46718174,4.312921041
3.659297345,3.565951745,3.677238799,3.051093111,3.312653598,3.326798258
3.659297345,4.056293302,4.270470548,5.222299456,5.009800314,4.681247091
3.659297345,4.378199352,4.484240516,5.189639411,5.99800241,5.809586054
3.659297345,3.644437787,3.864795235,3.948838191,4.525047151,4.136736924
3.659297345,3.781534682,3.892838185,4.880812553,4.68175754,4.820298257
3.659297345,3.353731377,3.381835444,2.10749264,1.782724734,2.135281733
3.659297345,3.203151105,3.427044934,3.80855635,3.532813997,3.669915513
3.659297345,3.320295653,3.588437277,2.895160879,2.874011167,3.124115946
3.659297345,2.319454371,2.271058321,1.568041487,1.353493731,1.414499313
3.659297345,3.889453843,3.917087105,3.37744222,3.424249282,3.423569728
3.659297345,4.286050201,4.155461124,4.001471319,3.810835518,4.156740162
3.659297345,2.596351282,2.712002022,2.759587094,2.652854154,2.846948258
3.659297345,2.731692734,2.918371891,3.333505535,3.284878248,3.244844525
3.659297345,3.903559869,4.07130729,4.906432322,4.985647106,5.062284689
3.659297345,0.930700656,0.979403462,1.42328487,1.271666234,1.773715251
3.659297345,3.635401192,3.652986153,3.535923969,2.793524784,2.944017479
3.659297345,3.739885259,3.682418045,4.243225599,4.607330595,4.431644947
3.659297345,3.89958371,3.80794081,3.252945856,3.341870782,3.222107233
3.659297345,1.46448025,1.806864145,1.631741028,1.021944353,1.041352097
3.659297345,2.906881197,3.203784266,2.413443287,2.120496174,2.097865152
3.659297345,3.945320867,3.915086756,4.529153764,4.377003717,4.647122149
3.659297345,3.771109449,3.863909176,2.363755932,2.472640524,2.364603884
3.659297345,4.62558631,4.644687594,3.234322346,2.764889333,2.564278853
3.659297345,2.748963648,2.99374585,2.450065366,2.607692547,2.497156365
3.659297345,4.246075929,3.931792166,3.392241476,4.130417943,4.164996788
3.659297345,3.317832842,3.644336721,4.251886613,4.250195913,4.221693332
3.659297345,2.352787503,2.244549504,1.300182083,1.500433604,1.384067104
