P_1_4,P_2_4,P_3_4,P_4_4
3.656268689,3.507551808,3.760346774,3.513034941
3.656268689,4.146991546,4.279116112,3.49035295
3.656268689,3.131868322,3.477950799,3.870610817
3.656268689,3.316889141,3.294043559,4.221116096
3.656268689,3.508305503,3.331257345,4.137025738
3.656268689,4.310803953,3.97984263,4.828062618
3.656268689,3.553189315,3.684702264,2.965386543
3.656268689,3.759443958,3.789454549,4.358336593
3.656268689,2.136883192,2.406352668,1.838012929
3.656268689,3.590928682,3.615947279,4.044006748
3.656268689,3.311645761,3.417525398,3.523331954
3.656268689,3.66622423,3.986498636,4.988088554
3.656268689,3.360795049,3.274603196,4.159588806
3.656268689,4.112793635,4.502587783,3.297999025
3.656268689,3.349597448,2.953884356,3.594913942
3.656268689,3.547778983,3.744398911,5.114940232
3.656268689,3.839258763,3.919277953,2.385642554
3.656268689,3.800389662,3.694793238,3.735376541
3.656268689,2.853197744,2.88182996,2.954671981
3.656268689,2.395735468,2.438347484,3.480082563
3.656268689,3.443125813,3.125131896,4.017537626
3.656268689,4.376111318,4.419403667,4.658958293
3.656268689,4.677119765,4.641034562,4.204220897
3.656268689,4.563519898,4.48413181,4.908084014
3.656268689,4.775976868,4.880237577,5.228755647
3.656268689,3.521376625,3.262254385,1.430814481
3.656268689,3.374282662,3.813093267,3.077327553
3.656268689,3.395516705,3.502294305,3.187297242
3.656268689,3.470283719,3.487774143,4.001780713
3.656268689,3.060309339,2.882000389,3.650666754
3.656268689,3.650914044,3.703904538,3.219908055
3.656268689,3.626534552,3.589068775,1.809842341
3.656268689,4.395968481,4.348656145,3.361937334
3.656268689,3.355648447,3.132353244,4.471867691
3.656268689,4.288190079,4.201707328,4.649952919
3.656268689,5.280807898,5.076646616,4.954414239
3.656268689,4.61130241,4.654364016,4.966352448
3.656268689,4.087010536,4.046397819,3.835077098
3.656268689,4.202972772,3.809867508,4.13155931
3.656268689,3.568357372,3.67507224,3.035443472
3.656268689,4.040558478,4.245903694,5.234843812
3.656268689,4.389600366,4.491531456,5.2029791
3.656268689,3.671876968,3.883006235,3.982324957
3.656268689,3.776331112,3.883229576,4.89694414
3.656268689,3.351343633,3.378187276,2.092626241
3.656268689,3.20803282,3.423177844,3.807958904
3.656268689,3.323120284,3.580353618,2.880578054
3.656268689,2.316024642,2.269866112,1.55655946
3.656268689,3.871343336,3.897640589,3.366576407
3.656268689,4.285478126,4.160424879,4.001844593
3.656268689,2.588546995,2.699395921,2.747047311
3.656268689,2.730040839,2.909537571,3.335652166
3.656268689,3.909923231,4.070353539,4.919229156
3.656268689,0.947901495,0.994280896,1.436040914
3.656268689,3.64355193,3.660172351,3.540547543
3.656268689,3.736456803,3.68162699,4.254534946
3.656268689,3.873176947,3.785151146,3.214894523
3.656268689,1.511479817,1.839504977,1.650306368
3.656268689,2.930268769,3.214755044,2.41226004
3.656268689,3.93362925,3.90468161,4.531090287
3.656268689,3.774690952,3.863951796,2.337818597
3.656268689,4.616015003,4.634363462,3.21689388
3.656268689,2.761081255,2.995606327,2.440092944
3.656268689,4.218043468,3.916748625,3.37199913
3.656268689,3.327568849,3.640422891,4.252842473
3.656268689,2.364545375,2.260662049,1.28833267
3.656268689,3.458514742,3.468613703,4.498505374
3.656268689,4.73250667,4.712341204,4.34811792
3.656268689,2.702264084,2.807403868,3.536486105
3.656268689,4.474095927,4.648457944,4.758863283
3.656268689,4.000005327,4.139134862,4.049425887
3.656268689,3.96656166,4.170795894,3.669463119
3.656268689,2.885267397,2.791254519,3.727800817
3.656268689,3.744029505,3.93414116,4.978440952
3.656268689,4.560671973,4.391865513,4.378327727
3.656268689,3.927074108,3.942990216,3.695647989
3.656268689,4.018822179,4.096963247,4.434055855
3.656268689,2.400456256,2.868083264,2.528488163
3.656268689,3.189622232,2.908062456,1.975751393
3.656268689,3.596973333,3.224413647,3.724424518
3.656268689,4.432266246,4.550875136,5.429840235
3.656268689,3.17090204,2.97025464,2.818607764
3.656268689,3.633031889,3.585612959,3.418322222
3.656268689,3.357253577,3.450384178,3.366673748
3.656268689,3.282605107,3.270768487,1.87274718
3.656268689,4.081677997,4.176507919,3.227270296
3.656268689,3.511470245,3.506142147,3.060505419
3.656268689,3.472942776,3.651824375,3.11448951
3.656268689,3.468532678,3.552718372,3.173043082
3.656268689,3.310629779,3.066140581,4.09434101
3.656268689,2.145519798,2.375940729,3.010075736
3.656268689,4.415570973,4.729217879,4.966656171
3.656268689,2.482397247,2.885322847,4.343978413
3.656268689,4.343536702,4.42793624,5.465123343
3.656268689,3.429050563,3.456985909,4.853263304
3.656268689,3.94730461,3.829806359,5.501238801
3.656268689,4.910324633,4.935812488,5.100300841
3.656268689,4.215561487,4.036593507,3.946467505
3.656268689,3.766602917,4.103256971,4.891041532
3.656268689,3.425404904,3.229634048,1.513381109
3.656268689,3.104327733,3.275056581,3.858009359
3.656268689,4.943211825,4.749770388,4.935011114
3.656268689,3.468560278,3.260813851,3.831223695
3.656268689,3.720391288,3.845643629,4.526326055
3.656268689,3.802393002,3.91170408,3.387939565
3.656268689,4.251389075,3.981335325,4.356235164
3.656268689,4.285851898,4.376488252,4.736211231
3.656268689,2.888021929,2.814483591,3.040189975
3.656268689,2.827470088,2.948301041,3.042540318
3.656268689,3.860035142,3.828829285,3.952245504
3.656268689,4.246082102,4.220031091,4.860826447
3.656268689,4.474489045,4.549232613,4.331099634
3.656268689,3.430499441,3.33979564,3.371399833
3.656268689,2.161874305,2.125404493,2.009985584
3.656268689,3.575965214,3.814489667,3.881184704
3.656268689,2.802379621,3.16404514,3.996163082
3.656268689,4.809312307,5.141616614,6.277120425
3.656268689,4.426617866,4.308479048,3.962434546
3.656268689,3.612705924,3.709032647,3.131510551
3.656268689,3.7029126,3.982647306,4.144884496
3.656268689,4.374003383,4.143494378,4.599761455
3.656268689,3.677803796,3.591444054,2.526313168
3.656268689,3.459065665,3.600536482,3.233085028
3.656268689,3.843095509,3.948522119,4.05805919
3.656268689,3.918905258,3.93385769,4.847156436
3.656268689,3.518559345,3.336269911,3.960156027
3.656268689,2.962426373,2.960416021,3.499585919
3.656268689,3.817240957,4.045426577,2.700190136
3.656268689,4.16447147,4.54738967,4.647920958
3.656268689,3.158257178,3.079315091,1.685541017
3.656268689,3.517168788,3.750460844,4.204919162
3.656268689,4.78489072,5.017363758,5.179390244
3.656268689,2.793575736,3.049027173,2.210556777
3.656268689,3.037266247,3.251291424,4.278253631
3.656268689,3.285166638,3.239226345,2.671377338
3.656268689,4.02034053,4.1266657,4.295653259
3.656268689,3.028454584,3.092339081,2.097700238
3.656268689,2.480330908,2.277952021,3.755715906
3.656268689,2.822161004,2.781853316,3.215753554
3.656268689,4.153508746,4.234345583,4.226059417
3.656268689,3.527931846,3.225780399,4.057733556
3.656268689,4.085844346,3.763434845,3.598366439
3.656268689,2.969400056,3.059079168,1.531597729
3.656268689,3.446131399,3.275436639,3.234495442
3.656268689,2.818817681,2.817241193,2.558715735
3.656268689,3.742846975,3.866270891,2.901133861
3.656268689,3.003421798,2.931191243,3.52364349
3.656268689,4.422857091,4.755825803,3.304110373
3.656268689,4.851451071,4.889163423,5.662547771
3.656268689,2.925126496,2.976331689,2.201524383
3.656268689,3.921351218,3.90274978,3.129788572
3.656268689,3.875198392,3.5774692,3.852631583
3.656268689,4.454351886,4.362497643,4.581169435
3.656268689,3.965324741,3.85545813,4.059527748
3.656268689,4.131812045,4.003896978,5.242668332
3.656268689,2.903015609,2.6640198,2.271664819
3.656268689,3.489794977,3.379386622,3.864115361
3.656268689,3.763011624,3.847355289,3.310230058
3.656268689,4.338901452,4.215253662,4.931531154
3.656268689,3.375517156,3.383779989,2.775764139
3.656268689,3.160590009,3.364157099,4.262993928
3.656268689,3.268953988,3.42041312,3.923827433
3.656268689,2.190599788,2.454529042,2.661664737
3.656268689,3.441143684,3.664620568,4.570614498
3.656268689,4.24895465,3.838707306,2.782260902
3.656268689,4.407912948,4.759211841,5.498303463
3.656268689,3.677376303,3.294752119,2.770637488
3.656268689,3.223544526,3.042573424,3.288107581
3.656268689,3.021335947,2.894504121,2.419960114
3.656268689,3.802217275,3.631539258,4.285173918
3.656268689,5.134094258,5.438664506,4.573515155
3.656268689,2.779603092,2.864286383,3.698801264
3.656268689,3.432013011,3.504800177,4.14330885
3.656268689,4.342405932,4.346138688,4.344798043
3.656268689,3.742065124,3.330292419,3.737102942
3.656268689,3.880829556,3.802475998,3.504356785
3.656268689,4.553312516,4.541782371,3.731963872
3.656268689,4.056064256,4.163440667,3.886326817
3.656268689,3.97792673,4.095052522,3.069363212
3.656268689,5.446453707,5.538007826,5.579479905
3.656268689,2.472562575,2.854241857,3.306462985
3.656268689,2.895706668,3.074718778,3.60243176
3.656268689,3.690560769,3.844068999,4.327751127
3.656268689,3.831041545,3.679534194,3.693879146
3.656268689,4.76908855,4.82392532,4.636824286
3.656268689,4.097292679,3.805939669,4.50447228
3.656268689,3.937099332,3.919113594,4.502733174
3.656268689,4.56095811,4.681384755,4.076518699
3.656268689,2.754367583,2.797095433,2.352359712
3.656268689,2.551429902,2.170472035,3.068293612
3.656268689,4.145440352,4.224049314,3.826414872
3.656268689,3.121712896,2.98455305,3.12515617
3.656268689,3.804971533,3.590314933,4.686051381
3.656268689,4.005325571,3.867710851,5.129839411
3.656268689,3.462053846,3.242342976,2.730840093
3.656268689,4.296698111,4.366469148,3.525633754
3.656268689,4.874864406,4.813189493,6.046160771
3.656268689,3.469965969,3.386993164,2.324355239
3.656268689,4.057767565,3.732102461,3.573585244
3.656268689,2.584651808,2.544443764,1.877859221
3.656268689,3.469221475,3.431576186,3.774298308
3.656268689,2.431447191,2.774353016,4.305393912
3.656268689,4.631645852,4.445948109,2.657623449
3.656268689,3.341922347,3.24644694,0.744344955
3.656268689,3.128954216,2.877999998,4.207857553
3.656268689,2.626568653,3.046256112,3.500844482
3.656268689,3.624344238,3.555069003,4.348111743
3.656268689,3.705942196,3.654430395,2.201416985
3.656268689,4.198161988,4.331922186,5.563345251
3.656268689,3.87910592,4.109714176,4.778686623
3.656268689,3.961407685,3.921140714,5.16162688
3.656268689,3.50290155,3.476640629,2.174861563
3.656268689,4.740148424,4.656006158,5.142728236
3.656268689,3.179444985,3.436164774,3.419927294
3.656268689,3.347672231,3.263320227,3.450228534
3.656268689,3.975604957,3.803836779,4.551433337
3.656268689,3.457019868,3.135960935,2.908137906
3.656268689,2.875908269,3.085605918,3.351553537
3.656268689,3.487674291,3.246708407,3.940562051
3.656268689,3.963054393,4.188778665,4.869558977
3.656268689,2.764285898,2.890607206,2.932996208
3.656268689,3.917273796,3.992575862,5.495792269
3.656268689,3.962055403,3.896095565,2.846511977
3.656268689,3.67575261,3.81846198,3.471042281
3.656268689,3.540749991,3.621536769,3.185573519
3.656268689,4.510965477,4.830880363,3.705447442
3.656268689,3.89084218,3.78866206,4.078441176
3.656268689,4.992751532,4.975106952,4.437960765
3.656268689,2.952518986,2.874553641,3.3303253
3.656268689,4.092286169,4.206373889,2.518867007
3.656268689,3.069377303,2.890089983,2.921961307
3.656268689,1.608053132,1.827592862,1.43729099
3.656268689,2.937481882,2.951772489,2.544837601
3.656268689,3.58551284,3.837048749,3.525599661
3.656268689,4.394082945,4.20863818,2.977039238
3.656268689,3.805369437,3.570602702,4.91208097
3.656268689,2.977845731,3.107996034,4.658671762
3.656268689,3.047918853,3.193290917,2.830065863
3.656268689,3.273635916,3.230464392,2.38602506
3.656268689,3.686330619,3.712183667,4.383439495
3.656268689,3.514024372,3.504991952,4.276552772
3.656268689,3.328566233,3.613021457,4.206134807
3.656268689,4.024882047,3.791251199,3.957738926
3.656268689,3.733044409,3.420797282,2.510942802
3.656268689,3.955132058,3.509025506,4.388667806
3.656268689,2.508858945,2.868036677,4.670096266
3.656268689,3.059998024,3.078819442,1.96538312
3.656268689,3.592080106,3.548513819,3.668584773
3.656268689,2.567746187,2.772140816,2.901462528
3.656268689,3.778193244,3.819907548,3.631969563
3.656268689,4.235541581,3.989572371,3.746410666
3.656268689,3.496588886,3.724979991,4.532157576
3.656268689,4.020551044,3.800180329,3.676244131
3.656268689,2.967212189,2.793165871,2.965462332
3.656268689,3.925793101,3.588886888,1.148048317
3.656268689,4.809688437,4.800609846,3.019293925
3.656268689,3.440819233,3.280262563,2.794400481
3.656268689,4.178701826,4.30689295,6.331371758
3.656268689,2.96448002,2.977212327,2.69767724
3.656268689,3.645935708,3.806908014,5.04314578
3.656268689,2.711475596,2.530839855,2.10400329
3.656268689,3.929294915,3.658284174,5.000933708
3.656268689,5.086749083,5.282849784,3.878949304
3.656268689,3.689230698,3.718241149,4.835365639
3.656268689,3.868048078,4.081456469,4.313465214
3.656268689,2.77252477,2.884650298,4.874871105
3.656268689,2.929974322,3.080892719,1.467307341
3.656268689,4.750428671,4.72730983,4.558446061
3.656268689,2.452993964,2.556315693,1.612796944
3.656268689,2.243353654,2.295521983,4.033378105
3.656268689,4.185695944,4.157421596,2.931923298
3.656268689,3.796238628,3.84668207,5.183689774
3.656268689,4.087402998,3.890143395,2.951948061
3.656268689,4.270636845,4.111603556,2.977635219
3.656268689,4.77117577,4.607634289,5.586427323
3.656268689,3.304945907,3.39889352,4.552252301
3.656268689,4.704647047,4.795450058,4.05716459
3.656268689,3.936056645,3.908488722,3.715895425
3.656268689,3.148787825,2.928448219,3.164762089
3.656268689,3.750445504,3.634830842,2.769765902
3.656268689,3.027031179,2.96341511,3.61660845
3.656268689,3.751949837,3.803566142,2.814353984
3.656268689,4.277689311,4.284310312,4.860023726
3.656268689,3.113362704,3.029271884,4.576630827
3.656268689,4.676384658,4.762777051,4.133895448
3.656268689,3.84865883,4.037531344,3.533812982
3.656268689,4.575862906,4.402498621,4.638520562
3.656268689,3.638011954,3.835530752,2.725362843
3.656268689,4.124412331,4.22723317,4.455354389
3.656268689,3.935826197,3.496891797,2.996851782
3.656268689,4.301522364,4.530043004,4.768076814
3.656268689,3.94102336,4.116237695,3.745562192
3.656268689,3.022840725,3.020518264,2.715369257
3.656268689,3.712603243,3.914708582,3.634757494
3.656268689,3.983358352,4.028818078,4.681795175
3.656268689,4.303238858,4.21484519,4.410459017
3.656268689,4.037384326,3.933241678,4.26891822
3.656268689,4.33801419,4.25710542,4.367663879
3.656268689,3.820328956,3.867014412,5.473748019
3.656268689,4.474559713,4.371773252,4.401767991
3.656268689,3.19975888,3.220030039,3.640926538
3.656268689,3.351369215,3.110168609,2.50361539
3.656268689,4.892784256,4.938353539,5.519091091
3.656268689,3.319906829,3.612967678,4.341037509
3.656268689,4.400753791,4.496260127,4.395989585
3.656268689,3.87313261,3.906491609,3.343641881
3.656268689,3.870301036,3.766284863,4.957357044
3.656268689,3.681141675,3.395991458,3.533929779
3.656268689,3.645720237,3.882325905,3.014091414
3.656268689,3.382959516,3.420661197,3.387332264
3.656268689,3.88874545,4.184543418,4.824178658
3.656268689,3.708375933,3.873045715,3.048775898
3.656268689,3.293397162,3.368666947,2.643618444
3.656268689,4.440939,4.464980123,4.196577738
3.656268689,3.742644747,3.537484265,2.676434712
3.656268689,2.970223073,2.772522794,2.443002271
3.656268689,3.820566995,4.038325278,4.628073975
3.656268689,3.076048021,2.927328638,3.221444371
3.656268689,3.777640395,3.423387435,4.321252852
3.656268689,4.262164683,4.382235378,4.248850835
3.656268689,2.157039829,2.157948837,2.510073446
3.656268689,3.032764449,3.242110838,3.058008888
3.656268689,3.696849556,3.914495883,3.205352612
3.656268689,2.704013976,2.959689761,3.694537577
3.656268689,4.452182842,4.425191829,5.169707539
3.656268689,3.506603826,3.536345318,4.370926871
3.656268689,4.650208747,4.619425478,4.446422567
3.656268689,2.791434337,2.776710855,2.351049881
3.656268689,4.493212124,4.686927871,4.781771714
3.656268689,3.246487007,3.29761161,2.565868915
3.656268689,3.542112423,3.990959136,2.855181096
3.656268689,4.326112693,4.254797401,3.494191638
3.656268689,3.657630629,3.711160349,3.145983972
3.656268689,4.381628706,4.389853912,4.525802729
3.656268689,4.699671056,4.662038533,5.003741261
3.656268689,2.409061984,2.202360959,1.223406221
3.656268689,3.573638469,3.920134796,4.579479013
3.656268689,2.913571474,2.647306514,2.728608432
3.656268689,3.212085277,3.272236079,2.580265758
3.656268689,4.096080297,4.302670983,4.60154438
3.656268689,3.890208738,3.961817505,4.948059019
3.656268689,3.155450809,3.351038465,4.683169073
3.656268689,2.905626866,2.921771328,3.368961525
3.656268689,3.110421296,3.050798481,3.917998069
3.656268689,3.679194308,3.807859737,3.405771339
3.656268689,3.050671778,3.254456794,4.650261525
3.656268689,4.743939758,4.642125784,4.169652637
3.656268689,4.476226476,4.296613929,4.424985243
3.656268689,4.14994919,4.254531904,3.582102282
3.656268689,3.242045042,3.258462008,3.68949914
3.656268689,3.347818343,3.355405112,3.539112198
3.656268689,3.655147904,3.669273857,3.665116675
3.656268689,4.879141471,4.590185781,5.059084405
3.656268689,4.215368133,4.091801432,3.633615428
3.656268689,3.535159684,3.563185026,3.588070888
3.656268689,3.743054709,3.632333514,3.426491454
3.656268689,3.194949354,3.216227391,4.245915314
3.656268689,3.667778179,3.752645502,4.14249776
3.656268689,4.06221905,4.129584658,3.380169506
3.656268689,3.492526109,3.742805633,3.735621955
3.656268689,3.127014591,3.023549336,3.717323627
3.656268689,3.06421291,3.274114501,2.519686717
3.656268689,4.373757347,4.416586489,3.788508073
3.656268689,3.65158051,3.488568685,3.647654938
3.656268689,3.337691859,3.405364768,3.156260619
3.656268689,3.475498476,3.714927398,2.727401399
3.656268689,3.791321022,3.96481535,3.718688997
3.656268689,3.763126488,3.909740032,4.240525016
3.656268689,3.248688634,3.161409579,3.55585232
3.656268689,2.944419353,3.201833745,4.442068053
3.656268689,4.035062649,3.917697132,4.195474063
3.656268689,3.353155124,3.334618042,5.16155671
3.656268689,4.011008247,4.293622917,2.985855454
3.656268689,5.001138612,4.937863514,3.198723079
3.656268689,3.877882151,3.744182523,5.335678476
3.656268689,2.880718767,2.923933725,3.724068834
3.656268689,2.707502568,2.856249526,3.998236627
3.656268689,3.707914454,3.687362855,3.647747237
3.656268689,3.834222082,3.763419757,3.179482316
3.656268689,3.137077748,2.985988324,4.277567404
3.656268689,3.129580457,3.237985444,5.179190556
3.656268689,4.210141311,3.890104106,3.947269695
3.656268689,4.178299921,4.090321073,5.126449614
3.656268689,4.491291611,4.507503717,5.809765441
3.656268689,2.066710287,2.113280026,3.051383449
3.656268689,3.044893353,3.18590197,4.801809406
3.656268689,3.521226406,3.388126733,3.473818932
3.656268689,3.922220003,3.927161372,1.856155633
3.656268689,3.332522607,2.971104353,3.789592192
3.656268689,2.970584416,2.971501081,3.816131355
3.656268689,2.670101229,2.902119911,4.012102645
3.656268689,3.046079684,3.293235691,1.9508095
3.656268689,3.409045293,3.24770514,4.318670354
3.656268689,3.560794877,3.315743126,2.52118796
3.656268689,3.708713089,3.691350175,5.170933284
3.656268689,4.425907882,4.480810671,4.200893251
3.656268689,2.831320786,2.911349461,2.821835272
3.656268689,3.62496942,3.54600955,3.713459377
3.656268689,4.182428572,4.183180583,4.354767544
3.656268689,2.658823272,2.645340502,1.776806316
3.656268689,3.578513566,3.750437671,4.413960229
3.656268689,1.71239406,1.928283702,2.581238795
3.656268689,4.23701577,4.276284822,3.962183583
3.656268689,3.092377368,3.100270696,4.500616869
3.656268689,2.953499925,3.106714003,3.697429829
3.656268689,4.238850974,4.117421929,3.6192659
3.656268689,4.770500459,4.570893212,3.804308512
3.656268689,3.082588735,3.177094546,3.788331807
3.656268689,3.525737195,3.904019656,4.52974036
3.656268689,3.322999617,3.091523196,3.893881298
3.656268689,3.29364936,3.587669622,3.601964836
3.656268689,4.815080762,4.838641093,4.165265797
3.656268689,3.413901103,3.345240508,3.439424232
3.656268689,3.432101657,3.547680614,4.707303944
3.656268689,3.332577111,3.246288732,3.967034519
3.656268689,2.717004947,2.884356438,4.589226528
3.656268689,3.949755854,4.054580847,5.589180892
3.656268689,4.894231833,5.006954427,4.97667971
3.656268689,3.285822936,3.647620774,4.344248222
3.656268689,3.709803509,3.743143292,3.272006544
3.656268689,3.073055436,3.064861522,1.567390745
3.656268689,4.342833027,4.580434856,3.535943819
3.656268689,4.342722254,4.409985758,5.230995408
3.656268689,4.402542203,4.395154844,4.365124073
3.656268689,3.427302445,3.365051667,2.10847549
3.656268689,3.31535057,3.438754805,3.946067154
3.656268689,2.693791413,2.629099373,2.390279731
3.656268689,4.239665634,4.421491115,4.489444042
3.656268689,3.023377819,2.817872604,1.707186639
3.656268689,3.705456066,3.806117137,4.072028041
3.656268689,4.043236567,3.692939132,3.200394585
3.656268689,4.129221464,4.273563798,3.387266967
3.656268689,3.988687983,3.82930737,3.639657522
3.656268689,3.911225095,3.849677795,4.568743935
3.656268689,3.733245667,4.047709956,1.350855742
3.656268689,3.916318541,3.957459509,4.331614757
3.656268689,3.831443496,3.757915356,3.486445727
3.656268689,3.97649182,3.609254315,2.668808199
3.656268689,3.238720462,3.304008493,3.430136943
3.656268689,3.042707981,3.113073896,3.544069529
3.656268689,3.139021191,3.335643345,2.808293522
3.656268689,2.606659268,2.941637955,3.512470915
3.656268689,3.013228464,3.0039009,3.031363863
3.656268689,4.799688468,4.772027851,5.068490579
3.656268689,4.161584634,4.21622378,4.150512522
3.656268689,4.013779841,3.856762901,4.084686587
3.656268689,3.679603328,3.53148066,3.437496688
3.656268689,2.690913213,2.692899944,0.868488487
3.656268689,3.323621,3.448110155,4.193694296
3.656268689,2.375960258,2.229145705,2.987135584
3.656268689,3.169702986,3.567625527,3.26576356
3.656268689,4.378538169,4.40462391,4.957351754
3.656268689,3.834119369,3.579528385,3.217630749
3.656268689,3.997973225,3.966851396,3.436492566
3.656268689,3.814535298,3.52601858,4.189054667
3.656268689,3.236224203,2.980768515,1.928993376
3.656268689,3.435489401,3.305831503,4.240019372
3.656268689,3.636511979,3.555207863,4.403603987
3.656268689,4.01937337,3.901002735,3.308350536
3.656268689,3.789396659,3.852269481,4.69486198
3.656268689,3.482965799,3.246939386,3.242425343
3.656268689,3.788025684,3.626692269,4.331068374
3.656268689,3.484598545,3.467315459,3.838098819
3.656268689,3.100835759,2.987928594,1.957038765
3.656268689,3.943322897,3.752800996,3.056627552
3.656268689,3.234391811,3.391034087,4.254266393
3.656268689,3.455805309,3.601066283,3.136213271
3.656268689,2.957205773,2.851443296,4.215263845
3.656268689,3.215286946,3.498661938,1.510071424
3.656268689,3.771973809,3.478816954,3.889868004
3.656268689,3.415021436,3.455491665,4.910290889
3.656268689,3.009824843,3.077393323,5.251669125
3.656268689,4.423730509,4.208393793,4.676324376
3.656268689,3.193069736,3.420333263,3.412432256
3.656268689,4.126155505,3.97234248,3.972730647
3.656268689,4.466886855,4.315131877,5.315718509
3.656268689,3.013148531,2.967262758,2.425130131
3.656268689,2.99853572,2.991604092,3.981577942
3.656268689,4.845709877,4.745480277,4.977441141
3.656268689,4.523495089,4.178734141,4.296423582
3.656268689,3.226635228,3.058440162,3.100279524
3.656268689,4.581198423,4.420874989,5.470360537
3.656268689,3.284387263,3.238591279,4.488755779
3.656268689,3.22056232,3.284038114,4.369753738
3.656268689,5.256896612,5.376977066,5.355644718
3.656268689,3.076752783,3.157235127,3.053983763
3.656268689,3.069872734,2.888358593,3.363625334
3.656268689,4.495521456,4.561631562,4.952858762
3.656268689,2.812429895,2.773316729,2.792566938
3.656268689,2.97187602,2.963929051,2.588360246
3.656268689,2.967649783,2.956327244,3.234757776
3.656268689,1.984188528,1.90790484,1.261607658
3.656268689,4.849895705,4.641995387,4.890185489
3.656268689,3.933444924,3.728200783,3.819260521
3.656268689,4.313930536,4.237430262,4.016742538
3.656268689,3.519264826,3.452411587,3.30262855
3.656268689,3.127040289,3.054171234,2.686563066
3.656268689,3.223111329,3.147335597,2.467021007
3.656268689,3.30324791,3.249223261,3.354143061
3.656268689,3.195623904,3.384672036,2.520468589
3.656268689,2.733296583,2.369941095,1.787190608
3.656268689,3.782025033,3.927261409,5.48446159
3.656268689,4.422288635,4.485883975,4.272412711
3.656268689,4.029866738,4.077547014,2.929868735
3.656268689,3.985717745,4.242070198,3.97298452
3.656268689,3.98113563,4.269852576,4.427055947
3.656268689,2.392363617,2.594913349,2.370640313
3.656268689,2.595233603,2.622833464,4.607583842
3.656268689,4.509974061,4.273423198,4.182244302
3.656268689,4.534022855,4.20300818,4.326438169
3.656268689,4.207056623,4.368710907,4.46570368
3.656268689,4.185001727,3.927365936,3.742529618
3.656268689,3.209110539,3.405452478,2.915268771
3.656268689,2.914149061,3.38824957,3.37607325
3.656268689,3.534025828,3.411823609,3.924737019
3.656268689,3.83921249,3.669330633,3.716581281
3.656268689,3.748697056,3.78589565,3.602804311
3.656268689,4.671519212,4.379848557,4.294949964
3.656268689,4.427421027,4.30769667,3.332196652
3.656268689,3.409264016,3.349803754,3.170005817
3.656268689,3.392590256,3.266534198,2.715036057
3.656268689,2.905516839,3.165605294,4.233858318
3.656268689,2.912831041,2.805718728,1.750724519
3.656268689,3.863407428,3.75114061,5.220551811
3.656268689,3.107213658,2.869641547,3.117284569
3.656268689,4.833237619,4.992572273,6.096539607
3.656268689,4.062660717,4.109060288,4.906160854
3.656268689,4.189189301,4.316765293,4.872123269
3.656268689,4.275727146,4.145440128,4.34156455
3.656268689,3.517408973,3.564906705,3.360342746
3.656268689,3.384355199,3.703801389,4.42113958
3.656268689,3.183495405,3.122200483,3.153971789
3.656268689,3.353159074,3.149996559,4.926136881
3.656268689,2.824418619,3.201954808,2.584646976
3.656268689,4.045019871,3.942276511,2.66365218
3.656268689,3.923933701,3.684964596,3.680649777
3.656268689,3.946322256,3.939382421,3.590485453
3.656268689,2.858927633,2.923703178,3.252712326
3.656268689,2.307287012,2.268130227,1.746307498
3.656268689,3.788564148,3.652555794,3.916592593
3.656268689,2.930585896,3.198541124,4.390897092
3.656268689,3.956896278,4.016132415,4.413956464
3.656268689,3.727082565,3.829713778,4.213615241
3.656268689,4.407936486,4.720898057,5.682017038
3.656268689,2.876229222,3.066121597,3.707876062
3.656268689,3.58254992,3.858064404,5.004682699
3.656268689,3.999898919,3.91765544,4.169866006
3.656268689,3.689900966,3.919718022,4.722755879
3.656268689,3.988173115,4.168838574,3.140598024
3.656268689,3.558589745,3.455534974,3.4850356
3.656268689,3.924992356,3.684631957,3.666165972
3.656268689,2.988858724,3.055344969,3.801429876
3.656268689,3.456999087,3.110880466,3.375415624
3.656268689,3.845632264,3.817209752,4.526099625
3.656268689,4.106541747,3.917017735,5.343963284
3.656268689,3.160987442,3.28955918,3.313171836
3.656268689,3.868064708,3.891652072,4.306817907
3.656268689,4.365393417,4.412204464,3.771327063
3.656268689,4.043153472,4.09291323,3.991443411
3.656268689,3.591094485,3.68951415,3.680067892
3.656268689,3.597083714,3.807539824,4.631745833
3.656268689,4.500934245,4.45497607,4.571386392
3.656268689,3.867397963,3.611178115,3.717894333
3.656268689,4.437702177,4.145294415,4.523286192
3.656268689,3.71496126,3.980095053,5.027900655
3.656268689,3.078640427,3.163316715,3.02187639
3.656268689,3.417077514,3.485351265,3.009638045
3.656268689,3.474002675,3.460067026,4.400841423
3.656268689,3.58315771,4.039029401,5.419013539
3.656268689,3.013351324,3.094474115,2.588574377
3.656268689,3.609101511,3.65767337,3.575204205
3.656268689,4.662478583,4.555280692,4.594650351
3.656268689,3.327635831,3.476954825,3.131517833
3.656268689,4.034746077,3.859056732,3.517691845
3.656268689,3.161750267,3.116851031,1.714180495
3.656268689,3.849482975,3.638275685,4.486799468
3.656268689,3.670874124,3.721479199,4.385055498
3.656268689,4.175791944,4.207271919,3.963138837
3.656268689,3.116496061,3.417657403,3.515216087
3.656268689,3.769828435,3.91354709,3.24044829
3.656268689,4.470068746,4.183124907,4.3057278
3.656268689,3.788492953,3.495622297,4.081940688
